Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nuclear,hydro,solar,wind
35832,2023-02-02 00:00:00,2024-07-17 00:00:00,3.1,0.0,3019.0,292.0,0.0,30.0
35833,2023-02-02 01:00:00,2024-07-17 00:00:00,3.1,0.0,3020.0,260.0,0.0,22.0
35834,2023-02-02 02:00:00,2024-07-17 00:00:00,3.1,0.0,3018.0,259.0,0.0,23.0
35835,2023-02-02 03:00:00,2024-07-17 00:00:00,3.1,0.0,3018.0,313.0,0.0,23.0
35836,2023-02-02 04:00:00,2024-07-17 00:00:00,3.1,0.0,3018.0,490.0,0.0,23.0
35837,2023-02-02 05:00:00,2024-07-17 00:00:00,3.1,0.0,3015.0,1190.0,0.0,21.0
35838,2023-02-02 06:00:00,2024-07-17 00:00:00,3.1,0.0,3015.0,2083.0,0.0,20.0
35839,2023-02-02 07:00:00,2024-07-17 00:00:00,3.1,0.0,3012.0,2442.0,0.0,15.0
35840,2023-02-02 08:00:00,2024-07-17 00:00:00,3.1,0.0,3013.0,2598.0,19.0,16.0
35841,2023-02-02 09:00:00,2024-07-17 00:00:00,3.1,0.0,3014.0,1708.0,189.0,15.0
35842,2023-02-02 10:00:00,2024-07-17 00:00:00,3.1,0.0,3013.0,1230.0,456.0,21.0
35843,2023-02-02 11:00:00,2024-07-17 00:00:00,3.1,0.0,3011.0,874.0,377.0,26.0
35844,2023-02-02 12:00:00,2024-07-17 00:00:00,3.1,0.0,3006.0,873.0,728.0,27.0
35845,2023-02-02 13:00:00,2024-07-17 00:00:00,3.1,0.0,3011.0,1169.0,586.0,28.0
35846,2023-02-02 14:00:00,2024-07-17 00:00:00,3.1,0.0,3010.0,1486.0,71.0,26.0
35847,2023-02-02 15:00:00,2024-07-17 00:00:00,3.1,0.0,3011.0,2103.0,10.0,27.0
35848,2023-02-02 16:00:00,2024-07-17 00:00:00,3.1,0.0,3011.0,2801.0,0.0,25.0
35849,2023-02-02 17:00:00,2024-07-17 00:00:00,3.1,0.0,3012.0,2827.0,0.0,22.0
35850,2023-02-02 18:00:00,2024-07-17 00:00:00,3.1,0.0,3013.0,2585.0,0.0,19.0
35851,2023-02-02 19:00:00,2024-07-17 00:00:00,3.1,0.0,3014.0,1942.0,0.0,18.0
35852,2023-02-02 20:00:00,2024-07-17 00:00:00,3.1,0.0,3013.0,1506.0,0.0,24.0
35853,2023-02-02 21:00:00,2024-07-17 00:00:00,3.1,0.0,3015.0,1112.0,0.0,23.0
35854,2023-02-02 22:00:00,2024-07-17 00:00:00,3.1,0.0,3014.0,744.0,0.0,21.0
35855,2023-02-02 23:00:00,2024-07-17 00:00:00,3.1,0.0,3022.0,633.0,0.0,15.0
