UTC time,nuclear,hydro,solar,wind
2023-01-10 00:00:00,3020.0,326.0,0.0,58.0
2023-01-10 01:00:00,3020.0,299.0,0.0,51.0
2023-01-10 02:00:00,3019.0,294.0,0.0,44.0
2023-01-10 03:00:00,3019.0,312.0,0.0,37.0
2023-01-10 04:00:00,3019.0,353.0,0.0,38.0
2023-01-10 05:00:00,3021.0,534.0,0.0,31.0
2023-01-10 06:00:00,3013.0,981.0,0.0,24.0
2023-01-10 07:00:00,3016.0,1799.0,0.0,18.0
2023-01-10 08:00:00,3018.0,2048.0,21.0,14.0
2023-01-10 09:00:00,3017.0,1660.0,392.0,14.0
2023-01-10 10:00:00,3017.0,1438.0,612.0,12.0
2023-01-10 11:00:00,3019.0,815.0,792.0,13.0
2023-01-10 12:00:00,3020.0,751.0,843.0,16.0
2023-01-10 13:00:00,3019.0,984.0,474.0,23.0
2023-01-10 14:00:00,3018.0,1095.0,246.0,21.0
2023-01-10 15:00:00,3015.0,1229.0,59.0,20.0
2023-01-10 16:00:00,3015.0,1115.0,0.0,24.0
2023-01-10 17:00:00,3018.0,1200.0,0.0,33.0
2023-01-10 18:00:00,3022.0,1006.0,0.0,41.0
2023-01-10 19:00:00,3018.0,942.0,0.0,37.0
2023-01-10 20:00:00,3019.0,790.0,0.0,43.0
2023-01-10 21:00:00,3020.0,614.0,0.0,37.0
2023-01-10 22:00:00,3020.0,359.0,0.0,40.0
2023-01-10 23:00:00,3020.0,446.0,0.0,41.0
