Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nuclear,hydro,solar,wind
42816,2023-11-20 00:00:00,2024-07-17 00:00:00,3.1,0.0,2998.0,603.0,0.0,45.0
42817,2023-11-20 01:00:00,2024-07-17 00:00:00,3.1,0.0,2998.0,646.0,0.0,44.0
42818,2023-11-20 02:00:00,2024-07-17 00:00:00,3.1,0.0,2999.0,634.0,0.0,45.0
42819,2023-11-20 03:00:00,2024-07-17 00:00:00,3.1,0.0,3001.0,714.0,0.0,47.0
42820,2023-11-20 04:00:00,2024-07-17 00:00:00,3.1,0.0,2998.0,681.0,0.0,45.0
42821,2023-11-20 05:00:00,2024-07-17 00:00:00,3.1,0.0,2997.0,1021.0,0.0,45.0
42822,2023-11-20 06:00:00,2024-07-17 00:00:00,3.1,0.0,2998.0,1974.0,0.0,41.0
42823,2023-11-20 07:00:00,2024-07-17 00:00:00,3.1,0.0,2999.0,2587.0,56.0,40.0
42824,2023-11-20 08:00:00,2024-07-17 00:00:00,3.1,0.0,3000.0,2050.0,170.0,44.0
42825,2023-11-20 09:00:00,2024-07-17 00:00:00,3.1,0.0,3000.0,1412.0,305.0,42.0
42826,2023-11-20 10:00:00,2024-07-17 00:00:00,3.1,0.0,2997.0,1122.0,555.0,32.0
42827,2023-11-20 11:00:00,2024-07-17 00:00:00,3.1,0.0,2998.0,1011.0,596.0,40.0
42828,2023-11-20 12:00:00,2024-07-17 00:00:00,3.1,0.0,2998.0,1123.0,625.0,38.0
42829,2023-11-20 13:00:00,2024-07-17 00:00:00,3.1,0.0,2818.0,1906.0,434.0,37.0
42830,2023-11-20 14:00:00,2024-07-17 00:00:00,3.1,0.0,2252.0,3392.0,193.0,42.0
42831,2023-11-20 15:00:00,2024-07-17 00:00:00,3.1,0.0,2322.0,3906.0,46.0,43.0
42832,2023-11-20 16:00:00,2024-07-17 00:00:00,3.1,0.0,2823.0,4053.0,0.0,43.0
42833,2023-11-20 17:00:00,2024-07-17 00:00:00,3.1,0.0,3006.0,4086.0,0.0,47.0
42834,2023-11-20 18:00:00,2024-07-17 00:00:00,3.1,0.0,3008.0,4147.0,0.0,51.0
42835,2023-11-20 19:00:00,2024-07-17 00:00:00,3.1,0.0,3009.0,2766.0,0.0,50.0
42836,2023-11-20 20:00:00,2024-07-17 00:00:00,3.1,0.0,3011.0,1844.0,0.0,38.0
42837,2023-11-20 21:00:00,2024-07-17 00:00:00,3.1,0.0,3011.0,2181.0,0.0,33.0
42838,2023-11-20 22:00:00,2024-07-17 00:00:00,3.1,0.0,3012.0,1032.0,0.0,43.0
42839,2023-11-20 23:00:00,2024-07-17 00:00:00,3.1,0.0,3010.0,829.0,0.0,37.0
