Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nuclear,hydro,solar,wind
35880,2023-02-04 00:00:00,2024-07-17 00:00:00,3.1,0.0,3016.0,358.0,0.0,26.0
35881,2023-02-04 01:00:00,2024-07-17 00:00:00,3.1,0.0,3015.0,275.0,0.0,29.0
35882,2023-02-04 02:00:00,2024-07-17 00:00:00,3.1,0.0,3015.0,208.0,0.0,28.0
35883,2023-02-04 03:00:00,2024-07-17 00:00:00,3.1,0.0,3014.0,187.0,0.0,26.0
35884,2023-02-04 04:00:00,2024-07-17 00:00:00,3.1,0.0,3013.0,212.0,0.0,31.0
35885,2023-02-04 05:00:00,2024-07-17 00:00:00,3.1,0.0,3012.0,623.0,0.0,31.0
35886,2023-02-04 06:00:00,2024-07-17 00:00:00,3.1,0.0,3012.0,952.0,0.0,35.0
35887,2023-02-04 07:00:00,2024-07-17 00:00:00,3.1,0.0,3012.0,1323.0,45.0,36.0
35888,2023-02-04 08:00:00,2024-07-17 00:00:00,3.1,0.0,3013.0,1776.0,311.0,29.0
35889,2023-02-04 09:00:00,2024-07-17 00:00:00,3.1,0.0,3013.0,775.0,317.0,25.0
35890,2023-02-04 10:00:00,2024-07-17 00:00:00,3.1,0.0,3014.0,537.0,298.0,21.0
35891,2023-02-04 11:00:00,2024-07-17 00:00:00,3.1,0.0,3021.0,389.0,621.0,20.0
35892,2023-02-04 12:00:00,2024-07-17 00:00:00,3.1,0.0,3011.0,231.0,1001.0,22.0
35893,2023-02-04 13:00:00,2024-07-17 00:00:00,3.1,0.0,3012.0,211.0,568.0,22.0
35894,2023-02-04 14:00:00,2024-07-17 00:00:00,3.1,0.0,3012.0,446.0,589.0,20.0
35895,2023-02-04 15:00:00,2024-07-17 00:00:00,3.1,0.0,3013.0,747.0,112.0,18.0
35896,2023-02-04 16:00:00,2024-07-17 00:00:00,3.1,0.0,3014.0,2387.0,12.0,17.0
35897,2023-02-04 17:00:00,2024-07-17 00:00:00,3.1,0.0,3014.0,3007.0,0.0,17.0
35898,2023-02-04 18:00:00,2024-07-17 00:00:00,3.1,0.0,3014.0,2751.0,0.0,14.0
35899,2023-02-04 19:00:00,2024-07-17 00:00:00,3.1,0.0,3016.0,1828.0,0.0,15.0
35900,2023-02-04 20:00:00,2024-07-17 00:00:00,3.1,0.0,3023.0,831.0,0.0,11.0
35901,2023-02-04 21:00:00,2024-07-17 00:00:00,3.1,0.0,3027.0,539.0,0.0,10.0
35902,2023-02-04 22:00:00,2024-07-17 00:00:00,3.1,0.0,3023.0,295.0,0.0,10.0
35903,2023-02-04 23:00:00,2024-07-17 00:00:00,3.1,0.0,3021.0,203.0,0.0,10.0
