UTC time,coal,nat_gas,oil,hydro,solar,wind
2023-05-07 00:00:00,438.0,386.0,0.0,6.0,0.0,1834.0
2023-05-07 01:00:00,435.0,385.0,0.0,6.0,0.0,1849.0
2023-05-07 02:00:00,437.0,387.0,0.0,6.0,0.0,1837.0
2023-05-07 03:00:00,436.0,386.0,0.0,32.0,26.0,1831.0
2023-05-07 04:00:00,429.0,379.0,0.0,35.0,387.0,1745.0
2023-05-07 05:00:00,428.0,224.0,0.0,142.0,1352.0,1508.0
2023-05-07 06:00:00,432.0,222.0,0.0,87.0,2418.0,1459.0
2023-05-07 07:00:00,397.0,223.0,0.0,58.0,3266.0,1491.0
2023-05-07 08:00:00,401.0,225.0,0.0,58.0,3767.0,1499.0
2023-05-07 09:00:00,404.0,226.0,0.0,65.0,3913.0,1278.0
2023-05-07 10:00:00,395.0,220.0,0.0,56.0,3877.0,1080.0
2023-05-07 11:00:00,393.0,222.0,0.0,44.0,3663.0,988.0
2023-05-07 12:00:00,394.0,221.0,0.0,43.0,3383.0,808.0
2023-05-07 13:00:00,394.0,223.0,0.0,47.0,2871.0,625.0
2023-05-07 14:00:00,395.0,228.0,0.0,102.0,2164.0,674.0
2023-05-07 15:00:00,395.0,276.0,0.0,112.0,1129.0,628.0
2023-05-07 16:00:00,394.0,835.0,0.0,413.0,287.0,543.0
2023-05-07 17:00:00,409.0,1229.0,0.0,496.0,14.0,479.0
2023-05-07 18:00:00,404.0,1466.0,0.0,552.0,0.0,401.0
2023-05-07 19:00:00,413.0,1398.0,0.0,517.0,0.0,345.0
2023-05-07 20:00:00,412.0,1232.0,0.0,300.0,0.0,295.0
2023-05-07 21:00:00,405.0,1091.0,0.0,134.0,0.0,224.0
2023-05-07 22:00:00,407.0,1626.0,0.0,6.0,0.0,187.0
2023-05-07 23:00:00,405.0,1511.0,0.0,6.0,0.0,221.0
