Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,other
38472,2023-05-23 00:00:00,2024-07-17 00:00:00,3.1,216.54,0.0,0.0,68.0,654.0,3250.0,195.0,6377.0,3517.0
38473,2023-05-23 01:00:00,2024-07-17 00:00:00,3.1,220.05,0.0,0.0,99.0,665.0,3245.0,183.0,6432.0,3641.0
38474,2023-05-23 02:00:00,2024-07-17 00:00:00,3.1,210.27,0.0,0.0,142.0,669.0,3244.0,183.0,6106.0,3237.0
38475,2023-05-23 03:00:00,2024-07-17 00:00:00,3.1,206.41,0.0,0.0,174.0,663.0,3223.0,183.0,5636.0,2955.0
38476,2023-05-23 04:00:00,2024-07-17 00:00:00,3.1,205.81,0.0,0.0,120.0,584.0,3199.0,191.0,4822.0,2662.0
38477,2023-05-23 05:00:00,2024-07-17 00:00:00,3.1,197.89,0.0,0.0,106.0,579.0,3187.0,186.0,4357.0,2300.0
38478,2023-05-23 06:00:00,2024-07-17 00:00:00,3.1,202.04,0.0,0.0,137.0,576.0,3178.0,191.0,4104.0,2305.0
38479,2023-05-23 07:00:00,2024-07-17 00:00:00,3.1,199.86,0.0,0.0,185.0,577.0,3177.0,187.0,4070.0,2262.0
38480,2023-05-23 08:00:00,2024-07-17 00:00:00,3.1,197.31,0.0,0.0,211.0,578.0,3172.0,176.0,3963.0,2173.0
38481,2023-05-23 09:00:00,2024-07-17 00:00:00,3.1,198.64,0.0,0.0,225.0,577.0,3175.0,185.0,4035.0,2237.0
38482,2023-05-23 10:00:00,2024-07-17 00:00:00,3.1,175.81,0.0,0.0,240.0,578.0,3182.0,175.0,4636.0,1975.0
38483,2023-05-23 11:00:00,2024-07-17 00:00:00,3.1,180.07,0.0,0.0,262.0,578.0,3191.0,194.0,5039.0,2209.0
38484,2023-05-23 12:00:00,2024-07-17 00:00:00,3.1,203.55,0.0,0.0,253.0,649.0,3198.0,206.0,5393.0,2828.0
38485,2023-05-23 13:00:00,2024-07-17 00:00:00,3.1,212.36,0.0,0.0,163.0,619.0,3190.0,228.0,5558.0,3117.0
38486,2023-05-23 14:00:00,2024-07-17 00:00:00,3.1,220.78,0.0,0.0,74.0,592.0,3178.0,247.0,5102.0,3131.0
38487,2023-05-23 15:00:00,2024-07-17 00:00:00,3.1,225.76,0.0,0.0,67.0,657.0,3197.0,260.0,5033.0,3181.0
38488,2023-05-23 16:00:00,2024-07-17 00:00:00,3.1,227.1,0.0,0.0,94.0,618.0,3214.0,271.0,4933.0,3229.0
38489,2023-05-23 17:00:00,2024-07-17 00:00:00,3.1,224.9,0.0,0.0,84.0,654.0,3228.0,278.0,5276.0,3298.0
38490,2023-05-23 18:00:00,2024-07-17 00:00:00,3.1,221.89,0.0,0.0,76.0,599.0,3223.0,277.0,5313.0,3277.0
38491,2023-05-23 19:00:00,2024-07-17 00:00:00,3.1,222.53,0.0,0.0,60.0,578.0,3227.0,272.0,5474.0,3377.0
38492,2023-05-23 20:00:00,2024-07-17 00:00:00,3.1,221.73,0.0,0.0,49.0,576.0,3222.0,256.0,5689.0,3439.0
38493,2023-05-23 21:00:00,2024-07-17 00:00:00,3.1,213.08,0.0,0.0,61.0,641.0,3225.0,255.0,6235.0,3378.0
38494,2023-05-23 22:00:00,2024-07-17 00:00:00,3.1,205.76,0.0,0.0,75.0,652.0,3228.0,231.0,6881.0,3417.0
38495,2023-05-23 23:00:00,2024-07-17 00:00:00,3.1,206.33,0.0,0.0,71.0,653.0,3232.0,210.0,6709.0,3358.0
