UTC time,coal,nat_gas,nuclear,oil,hydro,solar,wind,other
2023-08-24 00:00:00,0.0,0.0,183.0,0.0,3225.0,226.0,10502.0,3871.0
2023-08-24 01:00:00,0.0,0.0,212.0,0.0,3224.0,224.0,10178.0,3689.0
2023-08-24 02:00:00,0.0,0.0,227.0,4.0,3235.0,220.0,9279.0,3443.0
2023-08-24 03:00:00,0.0,0.0,245.0,0.0,3221.0,229.0,8238.0,3274.0
2023-08-24 04:00:00,0.0,0.0,272.0,4.0,3230.0,221.0,7201.0,2918.0
2023-08-24 05:00:00,0.0,0.0,335.0,4.0,3242.0,220.0,6785.0,2788.0
2023-08-24 06:00:00,0.0,0.0,430.0,4.0,3242.0,213.0,6263.0,2678.0
2023-08-24 07:00:00,0.0,0.0,384.0,4.0,3240.0,220.0,6007.0,2671.0
2023-08-24 08:00:00,0.0,0.0,452.0,0.0,3131.0,217.0,5758.0,2519.0
2023-08-24 09:00:00,0.0,0.0,541.0,0.0,3120.0,215.0,5732.0,2435.0
2023-08-24 10:00:00,0.0,0.0,621.0,4.0,3202.0,221.0,5893.0,2536.0
2023-08-24 11:00:00,0.0,0.0,565.0,0.0,3191.0,221.0,6724.0,2916.0
2023-08-24 12:00:00,0.0,0.0,607.0,4.0,3195.0,230.0,7103.0,3433.0
2023-08-24 13:00:00,0.0,0.0,609.0,4.0,3204.0,233.0,7469.0,3476.0
2023-08-24 14:00:00,0.0,0.0,664.0,11.0,3212.0,238.0,7616.0,3495.0
2023-08-24 15:00:00,0.0,0.0,672.0,4.0,3220.0,248.0,8044.0,3764.0
2023-08-24 16:00:00,0.0,0.0,621.0,4.0,3237.0,246.0,8325.0,3874.0
2023-08-24 17:00:00,0.0,0.0,605.0,5.0,3234.0,238.0,8487.0,3806.0
2023-08-24 18:00:00,0.0,0.0,610.0,4.0,3232.0,235.0,8695.0,3798.0
2023-08-24 19:00:00,0.0,0.0,590.0,5.0,3227.0,228.0,8990.0,3956.0
2023-08-24 20:00:00,0.0,0.0,799.0,4.0,3224.0,226.0,8724.0,3587.0
2023-08-24 21:00:00,0.0,0.0,724.0,4.0,3215.0,224.0,8924.0,3762.0
2023-08-24 22:00:00,0.0,0.0,571.0,4.0,3221.0,217.0,9385.0,3978.0
2023-08-24 23:00:00,0.0,0.0,700.0,4.0,3224.0,208.0,8991.0,3689.0
