Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,hydro,solar,wind,biomass,unknown
42720,2023-11-16 00:00:00,479.88,297.0,68.0,1.0,0.0,39.0,118.0,1.0
42721,2023-11-16 01:00:00,460.9,265.0,67.0,1.0,0.0,44.0,114.0,1.0
42722,2023-11-16 02:00:00,455.39,263.0,65.0,1.0,0.0,47.0,116.0,1.0
42723,2023-11-16 03:00:00,476.47,309.0,63.0,1.0,0.0,50.0,119.0,1.0
42724,2023-11-16 04:00:00,465.3,290.0,63.0,1.0,0.0,49.0,121.0,1.0
42725,2023-11-16 05:00:00,489.13,319.0,65.0,1.0,0.0,36.0,124.0,1.0
42726,2023-11-16 06:00:00,490.06,316.0,67.0,1.0,3.0,32.0,122.0,2.0
42727,2023-11-16 07:00:00,482.51,313.0,66.0,1.0,17.0,26.0,121.0,2.0
42728,2023-11-16 08:00:00,482.19,324.0,69.0,1.0,27.0,20.0,123.0,2.0
42729,2023-11-16 09:00:00,474.49,332.0,69.0,1.0,35.0,26.0,123.0,2.0
42730,2023-11-16 10:00:00,469.07,323.0,70.0,1.0,34.0,28.0,123.0,2.0
42731,2023-11-16 11:00:00,473.79,321.0,70.0,1.0,25.0,30.0,123.0,2.0
42732,2023-11-16 12:00:00,476.01,299.0,70.0,1.0,14.0,29.0,119.0,1.0
42733,2023-11-16 13:00:00,500.22,313.0,68.0,1.0,3.0,20.0,121.0,1.0
42734,2023-11-16 14:00:00,505.06,323.0,68.0,1.0,1.0,19.0,124.0,1.0
42735,2023-11-16 15:00:00,506.94,329.0,68.0,1.0,1.0,19.0,125.0,1.0
42736,2023-11-16 16:00:00,495.58,315.0,68.0,1.0,0.0,25.0,125.0,1.0
42737,2023-11-16 17:00:00,495.39,309.0,68.0,1.0,0.0,23.0,124.0,1.0
42738,2023-11-16 18:00:00,504.07,317.0,68.0,1.0,0.0,16.0,126.0,1.0
42739,2023-11-16 19:00:00,506.69,325.0,69.0,1.0,0.0,17.0,126.0,1.0
42740,2023-11-16 20:00:00,492.89,317.0,68.0,1.0,3.0,26.0,125.0,1.0
42741,2023-11-16 21:00:00,497.0,316.0,68.0,1.0,0.0,24.0,125.0,1.0
42742,2023-11-16 22:00:00,500.89,311.0,69.0,1.0,0.0,19.0,123.0,1.0
42743,2023-11-16 23:00:00,494.82,320.0,70.0,1.0,0.0,29.0,124.0,1.0
