Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,hydro,solar,wind,biomass,unknown
43008,2023-11-28 00:00:00,396.01,247.0,64.0,1.0,0.0,237.0,117.0,1.0
43009,2023-11-28 01:00:00,439.91,279.0,63.0,1.0,0.0,196.0,119.0,1.0
43010,2023-11-28 02:00:00,450.5,274.0,64.0,1.0,0.0,176.0,119.0,1.0
43011,2023-11-28 03:00:00,473.41,292.0,63.0,1.0,0.0,158.0,119.0,1.0
43012,2023-11-28 04:00:00,539.61,383.0,63.0,1.0,1.0,123.0,124.0,1.0
43013,2023-11-28 05:00:00,565.24,406.0,61.0,1.0,0.0,102.0,125.0,1.0
43014,2023-11-28 06:00:00,496.12,251.0,57.0,1.0,1.0,99.0,121.0,1.0
43015,2023-11-28 07:00:00,410.52,146.0,55.0,1.0,2.0,107.0,114.0,1.0
43016,2023-11-28 08:00:00,445.84,186.0,56.0,1.0,3.0,105.0,116.0,1.0
43017,2023-11-28 09:00:00,490.56,235.0,57.0,1.0,4.0,93.0,118.0,1.0
43018,2023-11-28 10:00:00,526.04,252.0,58.0,1.0,4.0,67.0,119.0,1.0
43019,2023-11-28 11:00:00,576.78,289.0,59.0,1.0,2.0,39.0,120.0,1.0
43020,2023-11-28 12:00:00,606.01,323.0,58.0,1.0,1.0,26.0,122.0,1.0
43021,2023-11-28 13:00:00,622.54,389.0,62.0,1.0,0.0,33.0,122.0,1.0
43022,2023-11-28 14:00:00,620.51,390.0,65.0,1.0,0.0,36.0,120.0,1.0
43023,2023-11-28 15:00:00,611.35,389.0,65.0,1.0,0.0,45.0,120.0,1.0
43024,2023-11-28 16:00:00,621.93,390.0,66.0,1.0,0.0,35.0,119.0,1.0
43025,2023-11-28 17:00:00,629.04,394.0,64.0,1.0,0.0,29.0,120.0,1.0
43026,2023-11-28 18:00:00,624.1,403.0,63.0,1.0,0.0,37.0,120.0,1.0
43027,2023-11-28 19:00:00,619.37,398.0,64.0,1.0,0.0,40.0,120.0,1.0
43028,2023-11-28 20:00:00,613.56,373.0,48.0,1.0,0.0,42.0,118.0,1.0
43029,2023-11-28 21:00:00,610.5,382.0,35.0,1.0,0.0,52.0,116.0,1.0
43030,2023-11-28 22:00:00,592.18,364.0,34.0,1.0,0.0,63.0,117.0,1.0
43031,2023-11-28 23:00:00,588.37,323.0,34.0,1.0,0.0,51.0,116.0,1.0
