Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,hydro,solar,wind,biomass,unknown
40752,2023-08-26 00:00:00,442.49,122.0,68.0,0.0,0.0,22.0,55.0,2.0
40753,2023-08-26 01:00:00,434.87,126.0,66.0,0.0,0.0,29.0,56.0,2.0
40754,2023-08-26 02:00:00,428.05,128.0,66.0,0.0,0.0,35.0,56.0,2.0
40755,2023-08-26 03:00:00,389.55,114.0,67.0,0.0,3.0,50.0,53.0,2.0
40756,2023-08-26 04:00:00,363.89,121.0,67.0,0.0,22.0,57.0,55.0,2.0
40757,2023-08-26 05:00:00,312.37,120.0,67.0,0.0,70.0,61.0,55.0,2.0
40758,2023-08-26 06:00:00,275.35,137.0,66.0,0.0,152.0,56.0,58.0,2.0
40759,2023-08-26 07:00:00,244.95,157.0,65.0,0.0,252.0,54.0,60.0,2.0
40760,2023-08-26 08:00:00,207.58,135.0,68.0,0.0,301.0,58.0,57.0,2.0
40761,2023-08-26 09:00:00,200.95,132.0,69.0,0.0,309.0,62.0,58.0,2.0
40762,2023-08-26 10:00:00,211.08,128.0,66.0,0.0,273.0,56.0,57.0,2.0
40763,2023-08-26 11:00:00,212.99,116.0,67.0,0.0,232.0,63.0,54.0,1.0
40764,2023-08-26 12:00:00,223.62,121.0,66.0,0.0,209.0,70.0,56.0,1.0
40765,2023-08-26 13:00:00,253.39,138.0,67.0,0.0,175.0,75.0,58.0,1.0
40766,2023-08-26 14:00:00,316.02,157.0,68.0,0.0,107.0,65.0,61.0,1.0
40767,2023-08-26 15:00:00,368.05,155.0,70.0,0.0,52.0,55.0,59.0,1.0
40768,2023-08-26 16:00:00,402.4,153.0,67.0,0.0,17.0,55.0,59.0,1.0
40769,2023-08-26 17:00:00,410.57,153.0,67.0,0.0,2.0,62.0,60.0,1.0
40770,2023-08-26 18:00:00,409.63,166.0,66.0,0.0,1.0,73.0,62.0,1.0
40771,2023-08-26 19:00:00,404.46,163.0,67.0,0.0,0.0,76.0,62.0,1.0
40772,2023-08-26 20:00:00,436.51,176.0,64.0,0.0,0.0,57.0,64.0,1.0
40773,2023-08-26 21:00:00,446.42,182.0,65.0,0.0,0.0,54.0,63.0,1.0
40774,2023-08-26 22:00:00,447.98,186.0,68.0,0.0,0.0,55.0,63.0,1.0
40775,2023-08-26 23:00:00,448.53,161.0,69.0,0.0,0.0,42.0,58.0,1.0
