UTC time,coal,nat_gas,nuclear,hydro,solar,wind,other
2023-06-02 00:00:00,140.0,2697.0,3986.0,184.0,514.0,3.0,0.0
2023-06-02 01:00:00,139.0,2750.0,3987.0,188.0,376.0,1.0,1.0
2023-06-02 02:00:00,140.0,3821.0,3977.0,188.0,201.0,17.0,23.0
2023-06-02 03:00:00,140.0,4150.0,3986.0,187.0,12.0,53.0,25.0
2023-06-02 04:00:00,140.0,4090.0,3975.0,188.0,0.0,39.0,24.0
2023-06-02 05:00:00,139.0,4024.0,3969.0,187.0,0.0,47.0,5.0
2023-06-02 06:00:00,140.0,4889.0,3968.0,186.0,0.0,48.0,0.0
2023-06-02 07:00:00,140.0,4088.0,3975.0,133.0,0.0,16.0,0.0
2023-06-02 08:00:00,137.0,3850.0,3968.0,41.0,0.0,16.0,0.0
2023-06-02 09:00:00,140.0,3592.0,3982.0,42.0,0.0,15.0,1.0
2023-06-02 10:00:00,140.0,3416.0,3986.0,40.0,0.0,12.0,9.0
2023-06-02 11:00:00,139.0,3356.0,3979.0,8.0,0.0,12.0,9.0
2023-06-02 12:00:00,149.0,3513.0,2748.0,51.0,0.0,12.0,1.0
2023-06-02 13:00:00,135.0,3627.0,2628.0,25.0,20.0,11.0,0.0
2023-06-02 14:00:00,135.0,3383.0,2630.0,7.0,227.0,10.0,0.0
2023-06-02 15:00:00,135.0,2634.0,2630.0,8.0,406.0,0.0,0.0
2023-06-02 16:00:00,134.0,1919.0,2620.0,6.0,471.0,0.0,0.0
2023-06-02 17:00:00,135.0,1944.0,2627.0,7.0,499.0,0.0,0.0
2023-06-02 18:00:00,135.0,1983.0,2625.0,6.0,510.0,0.0,0.0
2023-06-02 19:00:00,135.0,2102.0,2622.0,5.0,519.0,0.0,0.0
2023-06-02 20:00:00,135.0,2330.0,2618.0,6.0,523.0,0.0,0.0
2023-06-02 21:00:00,134.0,2824.0,2612.0,5.0,520.0,1.0,0.0
2023-06-02 22:00:00,135.0,2977.0,2619.0,5.0,518.0,2.0,0.0
2023-06-02 23:00:00,140.0,3028.0,2624.0,5.0,511.0,27.0,0.0
