UTC time,coal,nat_gas,nuclear,hydro,solar,wind,other
2023-03-22 00:00:00,225.0,2073.0,3982.0,11.0,12.0,114.0,0.0
2023-03-22 01:00:00,224.0,2205.0,3977.0,12.0,5.0,123.0,1.0
2023-03-22 02:00:00,225.0,2499.0,3976.0,11.0,10.0,119.0,24.0
2023-03-22 03:00:00,200.0,2555.0,3971.0,11.0,10.0,121.0,25.0
2023-03-22 04:00:00,190.0,2495.0,3977.0,11.0,2.0,117.0,24.0
2023-03-22 05:00:00,188.0,2476.0,3983.0,11.0,0.0,113.0,0.0
2023-03-22 06:00:00,190.0,2342.0,3980.0,12.0,0.0,112.0,3.0
2023-03-22 07:00:00,226.0,2152.0,3979.0,11.0,0.0,102.0,0.0
2023-03-22 08:00:00,235.0,2182.0,3980.0,11.0,0.0,118.0,0.0
2023-03-22 09:00:00,235.0,2158.0,3982.0,12.0,0.0,121.0,0.0
2023-03-22 10:00:00,235.0,2029.0,3981.0,11.0,0.0,119.0,0.0
2023-03-22 11:00:00,235.0,2011.0,3977.0,11.0,0.0,112.0,0.0
2023-03-22 12:00:00,235.0,2093.0,3983.0,46.0,0.0,115.0,0.0
2023-03-22 13:00:00,235.0,2126.0,3984.0,191.0,0.0,120.0,0.0
2023-03-22 14:00:00,235.0,2026.0,4001.0,188.0,2.0,122.0,12.0
2023-03-22 15:00:00,235.0,2013.0,4002.0,158.0,29.0,120.0,20.0
2023-03-22 16:00:00,235.0,2107.0,4004.0,156.0,88.0,74.0,0.0
2023-03-22 17:00:00,234.0,2215.0,4004.0,12.0,108.0,70.0,0.0
2023-03-22 18:00:00,236.0,1922.0,4006.0,11.0,98.0,87.0,0.0
2023-03-22 19:00:00,234.0,1489.0,4008.0,11.0,129.0,118.0,0.0
2023-03-22 20:00:00,235.0,1086.0,4009.0,6.0,119.0,113.0,0.0
2023-03-22 21:00:00,235.0,899.0,4000.0,11.0,132.0,102.0,0.0
2023-03-22 22:00:00,235.0,958.0,4004.0,11.0,200.0,90.0,0.0
2023-03-22 23:00:00,235.0,1093.0,4004.0,12.0,315.0,86.0,0.0
