UTC time,coal,nat_gas,oil,hydro,solar,wind,biomass,geothermal,unknown
2023-11-17 00:00:00,323.0,6296.0,12.0,3976.0,1.0,6021.0,593.0,633.0,1516.0
2023-11-17 01:00:00,323.0,6113.0,15.0,3817.0,1.0,5967.0,588.0,633.0,1490.0
2023-11-17 02:00:00,323.0,6077.0,22.0,3808.0,1.0,6179.0,590.0,633.0,1418.0
2023-11-17 03:00:00,321.0,5841.0,22.0,3869.0,1.0,6354.0,580.0,634.0,1441.0
2023-11-17 04:00:00,323.0,6346.0,12.0,4148.0,1.0,6106.0,569.0,634.0,1528.0
2023-11-17 05:00:00,323.0,7986.0,12.0,4799.0,5.0,6250.0,566.0,633.0,1762.0
2023-11-17 06:00:00,323.0,9626.0,12.0,5696.0,9.071609224965703,6570.0,561.0,632.0,1954.0
2023-11-17 07:00:00,323.0,10292.0,12.0,6117.0,27.771465620713304,6399.0,573.0,635.0,1943.0
2023-11-17 08:00:00,321.0,9248.0,22.0,5764.0,87.58199374142661,6142.0,572.0,636.0,1951.0
2023-11-17 09:00:00,322.0,8867.0,12.0,5461.0,221.3052822788066,6367.0,579.0,637.0,1936.0
2023-11-17 10:00:00,323.0,8095.0,12.0,4847.0,450.822683577675,6499.0,571.0,636.0,1906.0
2023-11-17 11:00:00,322.0,7856.0,12.0,4269.0,775.4713581854425,6804.0,582.0,636.0,1881.0
2023-11-17 12:00:00,312.0,7619.0,12.0,4196.0,1164.8369180812758,6998.0,575.0,636.0,1886.0
2023-11-17 13:00:00,325.0,9127.0,13.0,4653.0,1564.1685072659466,6932.0,579.0,636.0,1912.0
2023-11-17 14:00:00,325.0,10720.0,12.0,5637.0,1909.554365244422,7392.0,586.0,636.0,1934.0
2023-11-17 15:00:00,327.0,12338.0,12.0,6596.0,1055.3679727759193,6949.0,583.0,636.0,1957.0
2023-11-17 16:00:00,370.0,12474.0,22.0,7482.0,1.0,6225.0,588.0,636.0,2016.0
2023-11-17 17:00:00,329.0,12326.0,16.0,7437.0,1.0,5432.0,594.0,635.0,1976.0
2023-11-17 18:00:00,324.0,12167.0,15.0,7216.0,1.0,5586.0,595.0,635.0,1957.0
2023-11-17 19:00:00,324.0,11281.0,22.0,5813.0,1.0,6225.0,597.0,636.0,1917.0
2023-11-17 20:00:00,324.0,9236.0,16.0,5329.0,1.0,6622.0,589.0,636.0,1902.0
2023-11-17 21:00:00,324.0,7067.0,26.0,4735.0,1.0,6886.0,597.0,636.0,1808.0
2023-11-17 22:00:00,325.0,6591.0,16.0,4374.0,1.0,7195.0,593.0,637.0,1661.0
2023-11-17 23:00:00,328.0,6332.0,19.0,4143.0,1.0,6726.0,590.0,639.0,1025.0
