UTC time,nat_gas,hydro,solar,wind,biomass,unknown
2023-02-13 00:00:00,25.0,48.0,0.0,285.0,83.0,6.0
2023-02-13 01:00:00,25.0,39.0,0.0,291.0,83.0,6.0
2023-02-13 02:00:00,25.0,40.0,0.0,300.0,82.0,6.0
2023-02-13 03:00:00,25.0,47.0,0.0,253.0,82.0,6.0
2023-02-13 04:00:00,25.0,88.0,0.0,218.0,83.0,6.0
2023-02-13 05:00:00,25.0,93.0,0.0,229.0,83.0,8.0
2023-02-13 06:00:00,26.0,98.0,3.0,249.0,82.0,9.0
2023-02-13 07:00:00,26.0,98.0,11.0,282.0,83.0,9.0
2023-02-13 08:00:00,26.0,32.0,21.0,258.0,83.0,9.0
2023-02-13 09:00:00,24.0,47.0,29.0,255.0,82.0,9.0
2023-02-13 10:00:00,23.0,98.0,33.0,291.0,82.0,8.0
2023-02-13 11:00:00,23.0,98.0,36.0,365.0,82.0,8.0
2023-02-13 12:00:00,22.0,95.0,41.0,425.0,82.0,9.0
2023-02-13 13:00:00,21.0,93.0,32.0,421.0,82.0,8.0
2023-02-13 14:00:00,21.0,94.0,11.0,386.0,82.0,8.0
2023-02-13 15:00:00,21.0,88.0,0.0,407.0,82.0,8.0
2023-02-13 16:00:00,21.0,88.0,0.0,399.0,82.0,8.0
2023-02-13 17:00:00,21.0,88.0,0.0,376.0,82.0,9.0
2023-02-13 18:00:00,21.0,93.0,0.0,308.0,83.0,9.0
2023-02-13 19:00:00,21.0,68.0,0.0,317.0,83.0,8.0
2023-02-13 20:00:00,21.0,47.0,0.0,352.0,83.0,7.0
2023-02-13 21:00:00,21.0,45.0,0.0,373.0,83.0,8.0
2023-02-13 22:00:00,21.0,37.0,0.0,399.0,83.0,7.0
2023-02-13 23:00:00,21.0,46.0,0.0,411.0,83.0,7.0
