,UTC time,carbon_intensity,wind,hydro,biomass,nat_gas,oil,coal,solar
13863,2021-07-31 15:00:00,511.09,2737,123,246,1348,183,10139,1422
13864,2021-07-31 16:00:00,534.73,2671,170,248,1316,183,10702,970
13865,2021-07-31 17:00:00,573.49,2247,193,245,1318,183,11285,464
13866,2021-07-31 18:00:00,592.71,2071,195,245,1319,184,11194,95
13867,2021-07-31 19:00:00,586.53,2340,185,246,1321,182,11211,1
13868,2021-07-31 20:00:00,569.6,2616,179,245,1323,181,10637,0
13869,2021-07-31 21:00:00,562.93,2511,179,245,1310,182,9811,0
13870,2021-07-31 22:00:00,558.29,2309,130,234,1272,183,8724,0
13871,2021-07-31 23:00:00,564.61,2283,121,239,1269,182,9049,0
13872,2021-08-01 00:00:00,576.92,2017,122,237,1273,184,9098,0
13873,2021-08-01 01:00:00,584.66,1874,122,234,1264,183,9170,0
13874,2021-08-01 02:00:00,585.32,1776,122,240,1268,182,8914,0
13875,2021-08-01 03:00:00,597.34,1450,122,246,1266,182,8799,38
13876,2021-08-01 04:00:00,598.34,1197,122,247,1277,182,8723,245
13877,2021-08-01 05:00:00,606.21,748,121,247,1309,181,9341,684
13878,2021-08-01 06:00:00,599.41,563,127,250,1318,182,9907,1151
13879,2021-08-01 07:00:00,593.88,548,131,248,1333,182,10450,1436
13880,2021-08-01 08:00:00,595.63,547,137,247,1255,183,11167,1617
13881,2021-08-01 09:00:00,609.23,509,132,243,1068,181,11139,1393
13882,2021-08-01 10:00:00,619.98,473,131,247,1031,182,11267,1215
13883,2021-08-01 11:00:00,623.47,457,130,248,1028,181,10978,1088
13884,2021-08-01 12:00:00,622.41,437,124,247,1029,183,10807,1100
13885,2021-08-01 13:00:00,620.58,518,123,242,1014,183,11358,1196
13886,2021-08-01 14:00:00,626.53,566,123,247,1028,184,11358,998
13887,2021-08-01 15:00:00,649.23,461,124,247,1042,183,11568,625
13888,2021-08-01 16:00:00,665.15,329,173,246,1079,181,11868,395
13889,2021-08-01 17:00:00,674.15,375,180,239,1095,181,12273,203
13890,2021-08-01 18:00:00,678.78,466,181,238,1154,182,12779,46
13891,2021-08-01 19:00:00,677.8,549,181,246,1130,183,12893,1
13892,2021-08-01 20:00:00,671.4,647,173,244,1119,182,12414,0
13893,2021-08-01 21:00:00,659.98,763,127,244,1033,184,10945,0
13894,2021-08-01 22:00:00,649.37,899,119,238,1023,184,10360,0
13895,2021-08-01 23:00:00,639.92,1100,118,234,999,182,10338,0
13896,2021-08-02 00:00:00,633.08,1197,118,233,995,184,10113,0
13897,2021-08-02 01:00:00,629.3,1249,118,231,995,180,9976,0
13898,2021-08-02 02:00:00,618.78,1451,118,242,996,183,9966,0
13899,2021-08-02 03:00:00,619.35,1489,119,247,999,181,10285,16
13900,2021-08-02 04:00:00,637.13,1425,119,249,1024,181,12398,103
13901,2021-08-02 05:00:00,644.61,1315,121,247,1110,183,14389,352
13902,2021-08-02 06:00:00,635.1,1389,136,247,1137,186,15263,688
13903,2021-08-02 07:00:00,606.45,1754,151,246,1029,187,14562,1073
13904,2021-08-02 08:00:00,566.36,2274,139,248,939,189,13495,1574
13905,2021-08-02 09:00:00,544.14,2575,131,246,1017,187,13012,1837
13906,2021-08-02 10:00:00,528.63,2840,127,246,1001,189,12848,2066
13907,2021-08-02 11:00:00,514.17,3106,127,248,996,187,12314,2088
13908,2021-08-02 12:00:00,504.13,3252,125,249,1042,188,11961,2131
13909,2021-08-02 13:00:00,517.18,3153,124,246,1113,188,12196,1846
13910,2021-08-02 14:00:00,531.25,3081,125,247,1131,188,12789,1666
13911,2021-08-02 15:00:00,561.41,2855,125,247,1100,187,13535,1134
13912,2021-08-02 16:00:00,591.48,2416,189,245,1115,187,15023,954
13913,2021-08-02 17:00:00,630.15,1854,209,244,1114,187,15827,428
13914,2021-08-02 18:00:00,647.96,1653,218,249,1108,188,15901,84
13915,2021-08-02 19:00:00,645.69,1784,219,248,1112,189,15794,0
13916,2021-08-02 20:00:00,633.29,2037,185,249,1060,189,14891,0
13917,2021-08-02 21:00:00,623.82,2194,127,248,1019,189,13970,0
13918,2021-08-02 22:00:00,619.22,2142,120,239,1002,191,13064,0
13919,2021-08-02 23:00:00,618.24,1982,121,235,1002,192,12238,0
13920,2021-08-03 00:00:00,622.81,1827,121,232,1001,191,12043,0
13921,2021-08-03 01:00:00,623.04,1793,121,231,1001,191,11910,0
13922,2021-08-03 02:00:00,629.83,1610,121,245,1002,192,11891,0
13923,2021-08-03 03:00:00,630.85,1545,121,249,1002,190,11841,27
13924,2021-08-03 04:00:00,649.55,1166,121,249,1001,191,13693,290
13925,2021-08-03 05:00:00,656.55,616,123,247,999,190,14930,858
13926,2021-08-03 06:00:00,644.67,405,134,247,1013,193,15534,1490
13927,2021-08-03 07:00:00,621.91,450,138,246,1040,191,15558,2133
13928,2021-08-03 08:00:00,608.26,513,129,246,998,185,15282,2472
13929,2021-08-03 09:00:00,607.92,619,128,245,1042,184,15374,2385
13930,2021-08-03 10:00:00,609.72,715,128,249,1050,184,15760,2318
13931,2021-08-03 11:00:00,614.13,710,128,247,1049,184,15676,2159
13932,2021-08-03 12:00:00,612.98,723,129,248,993,187,14942,2027
13933,2021-08-03 13:00:00,615.01,680,134,247,994,185,14990,2014
13934,2021-08-03 14:00:00,632.48,489,135,247,993,183,15264,1729
13935,2021-08-03 15:00:00,652.59,408,179,244,993,187,16165,1329
13936,2021-08-03 16:00:00,677.46,226,225,249,1059,188,16209,719
13937,2021-08-03 17:00:00,695.4,175,230,248,995,187,16172,306
13938,2021-08-03 18:00:00,701.56,244,245,246,1026,188,16233,53
13939,2021-08-03 19:00:00,699.48,309,236,244,1121,186,16123,0
13940,2021-08-03 20:00:00,696.86,396,186,249,1016,186,15288,0
13941,2021-08-03 21:00:00,699.62,352,134,248,1001,187,14880,0
13942,2021-08-03 22:00:00,700.14,311,126,237,986,185,14229,0
13943,2021-08-03 23:00:00,696.43,336,126,232,983,184,13491,0
13944,2021-08-04 00:00:00,702.44,185,126,239,970,186,13272,0
13945,2021-08-04 01:00:00,702.2,179,126,238,969,187,13124,0
13946,2021-08-04 02:00:00,706.48,108,126,244,968,185,13435,0
13947,2021-08-04 03:00:00,706.5,102,126,247,975,186,13792,26
13948,2021-08-04 04:00:00,704.71,89,126,248,1063,186,15405,162
13949,2021-08-04 05:00:00,693.07,82,128,248,1039,186,15846,511
13950,2021-08-04 06:00:00,681.45,79,136,246,1129,186,16337,831
13951,2021-08-04 07:00:00,669.4,51,190,248,1118,187,16384,1155
13952,2021-08-04 08:00:00,659.63,59,191,249,1113,187,16316,1423
13953,2021-08-04 09:00:00,659.33,54,146,248,1114,187,16273,1476
13954,2021-08-04 10:00:00,653.63,88,137,247,1091,188,16325,1640
13955,2021-08-04 11:00:00,648.09,127,134,243,1067,187,16197,1765
13956,2021-08-04 12:00:00,644.85,171,132,243,988,186,15977,1817
13957,2021-08-04 13:00:00,650.36,186,134,247,1057,187,16093,1620
13958,2021-08-04 14:00:00,656.01,191,134,247,1056,187,16205,1465
13959,2021-08-04 15:00:00,662.93,207,135,246,1053,188,16290,1259
13960,2021-08-04 16:00:00,677.73,191,214,248,1045,187,16225,767
13961,2021-08-04 17:00:00,692.75,162,235,247,1056,188,16408,379
13962,2021-08-04 18:00:00,703.67,183,247,245,1053,187,16593,75
13963,2021-08-04 19:00:00,705.88,193,234,247,1064,188,16437,0
13964,2021-08-04 20:00:00,705.14,227,170,248,1064,188,15817,0
13965,2021-08-04 21:00:00,705.01,249,161,245,1045,188,15785,0
13966,2021-08-04 22:00:00,703.43,275,130,238,968,187,14685,0
13967,2021-08-04 23:00:00,700.15,281,124,233,956,187,13655,0
13968,2021-08-05 00:00:00,696.87,335,124,238,949,187,13469,0
13969,2021-08-05 01:00:00,695.34,349,124,237,953,187,13268,0
13970,2021-08-05 02:00:00,694.38,406,124,244,952,187,13717,0
13971,2021-08-05 03:00:00,689.03,586,124,244,969,187,14500,14
13972,2021-08-05 04:00:00,680.35,794,121,250,1029,187,15921,154
13973,2021-08-05 05:00:00,676.72,600,120,247,1002,188,15605,424
13974,2021-08-05 06:00:00,669.69,361,171,246,1071,188,16087,838
13975,2021-08-05 07:00:00,658.94,384,183,247,1091,188,16474,1162
13976,2021-08-05 08:00:00,650.79,430,137,248,1075,188,16510,1421
13977,2021-08-05 09:00:00,640.97,528,132,247,1031,188,16309,1617
13978,2021-08-05 10:00:00,640.53,632,134,246,1090,188,16412,1520
13979,2021-08-05 11:00:00,639.54,838,133,247,1063,188,16175,1312
13980,2021-08-05 12:00:00,628.93,1197,133,250,1031,188,15288,1115
13981,2021-08-05 13:00:00,627.23,1363,134,248,1053,188,15056,944
13982,2021-08-05 14:00:00,630.85,1405,130,247,1059,189,15124,809
13983,2021-08-05 15:00:00,638.79,1482,133,247,1065,188,15734,607
13984,2021-08-05 16:00:00,646.77,1416,183,247,1078,188,15658,364
13985,2021-08-05 17:00:00,653.94,1402,195,247,1078,188,15743,170
13986,2021-08-05 18:00:00,655.65,1487,195,247,1077,189,15715,31
13987,2021-08-05 19:00:00,651.91,1563,203,244,1096,188,15409,0
13988,2021-08-05 20:00:00,643.06,1774,147,250,1087,189,14860,0
13989,2021-08-05 21:00:00,619.6,1890,138,246,1066,188,12217,0
13990,2021-08-05 22:00:00,606.99,1849,175,237,1014,187,10786,0
13991,2021-08-05 23:00:00,599.13,1926,183,234,1008,189,10389,0
13992,2021-08-06 00:00:00,601.31,1924,182,234,1002,188,10559,0
13993,2021-08-06 01:00:00,599.67,1979,182,233,1000,188,10614,0
13994,2021-08-06 02:00:00,596.21,2037,182,238,999,189,10543,0
13995,2021-08-06 03:00:00,589.55,2162,181,248,993,188,10454,3
13996,2021-08-06 04:00:00,602.09,2242,190,247,1012,188,12256,84
13997,2021-08-06 05:00:00,614.8,2181,190,246,1106,188,14050,197
13998,2021-08-06 06:00:00,616.41,2177,190,247,1133,188,14656,283
13999,2021-08-06 07:00:00,602.9,2276,200,247,1078,187,14251,513
14000,2021-08-06 08:00:00,584.89,2409,205,247,1071,187,13770,811
14001,2021-08-06 09:00:00,579.01,2495,199,249,1070,188,13844,942
14002,2021-08-06 10:00:00,571.12,2602,200,246,1057,189,13824,1097
14003,2021-08-06 11:00:00,570.37,2596,201,249,1054,189,13468,1007
14004,2021-08-06 12:00:00,568.33,2523,156,248,1068,190,12958,1016
14005,2021-08-06 13:00:00,564.69,2512,149,245,1064,190,12838,1114
14006,2021-08-06 14:00:00,582.58,2263,146,243,1064,189,13241,935
14007,2021-08-06 15:00:00,595.6,2045,148,246,1066,189,13491,821
14008,2021-08-06 16:00:00,619.41,1652,206,247,1065,190,13862,547
14009,2021-08-06 17:00:00,643.11,1422,244,246,1079,190,14565,207
14010,2021-08-06 18:00:00,651.45,1365,263,247,1124,189,14798,34
14011,2021-08-06 19:00:00,659.37,1190,251,248,1062,190,14599,0
14012,2021-08-06 20:00:00,663.94,1088,229,249,788,190,13746,0
14013,2021-08-06 21:00:00,654.38,1101,221,247,707,188,12067,0
14014,2021-08-06 22:00:00,634.23,1198,156,238,683,189,9806,0
14015,2021-08-06 23:00:00,626.68,1277,155,234,675,189,9444,0
14016,2021-08-07 00:00:00,620.09,1397,159,234,673,189,9426,0
14017,2021-08-07 01:00:00,621.02,1393,165,233,675,188,9513,0
14018,2021-08-07 02:00:00,622.45,1390,165,240,678,189,9665,0
14019,2021-08-07 03:00:00,625.97,1274,165,248,676,189,9550,15
14020,2021-08-07 04:00:00,619.34,1253,165,248,688,189,9828,224
14021,2021-08-07 05:00:00,613.14,999,172,245,754,189,10462,727
14022,2021-08-07 06:00:00,599.19,714,220,248,744,188,10836,1381
14023,2021-08-07 07:00:00,569.65,774,229,248,735,189,10866,2068
14024,2021-08-07 08:00:00,546.07,906,224,248,730,189,10593,2488
14025,2021-08-07 09:00:00,534.91,1011,223,247,732,189,10471,2654
14026,2021-08-07 10:00:00,525.4,1042,223,243,780,189,10306,2820
14027,2021-08-07 11:00:00,520.77,955,177,246,874,190,10009,2925
14028,2021-08-07 12:00:00,526.27,760,164,249,942,190,9723,2822
14029,2021-08-07 13:00:00,546.46,688,162,246,984,189,9889,2402
14030,2021-08-07 14:00:00,566.35,638,209,248,983,189,10380,2060
14031,2021-08-07 15:00:00,595.39,595,215,247,981,187,11125,1588
14032,2021-08-07 16:00:00,634.88,417,217,248,982,188,11922,990
14033,2021-08-07 17:00:00,666.68,394,218,249,994,187,12156,325
14034,2021-08-07 18:00:00,670.31,553,217,248,991,187,11791,42
14035,2021-08-07 19:00:00,650.37,933,233,244,987,187,11306,0
14036,2021-08-07 20:00:00,618.6,1388,212,247,968,187,10063,0
14037,2021-08-07 21:00:00,590.61,1799,163,245,974,186,9166,0
14038,2021-08-07 22:00:00,573.35,2109,157,236,1011,187,8955,0
14039,2021-08-07 23:00:00,568.74,2178,156,234,987,187,8821,0
14040,2021-08-08 00:00:00,562.36,2245,156,233,990,187,8606,0
14041,2021-08-08 01:00:00,573.66,1980,156,234,993,187,8550,0
14042,2021-08-08 02:00:00,584.03,1749,156,239,986,186,8503,0
14043,2021-08-08 03:00:00,580.97,1783,156,247,991,185,8507,20
14044,2021-08-08 04:00:00,579.65,1722,156,249,998,187,8588,128
14045,2021-08-08 05:00:00,576.67,1627,158,246,1035,187,8774,332
14046,2021-08-08 06:00:00,578.22,1631,164,247,1032,187,9496,516
14047,2021-08-08 07:00:00,566.22,1615,168,247,1047,188,9704,875
14048,2021-08-08 08:00:00,536.73,1659,177,246,1067,188,9234,1382
14049,2021-08-08 09:00:00,519.38,1731,225,247,1038,187,9060,1655
14050,2021-08-08 10:00:00,492.95,1969,232,249,1047,187,8990,2126
14051,2021-08-08 11:00:00,464.71,2271,179,245,1006,188,8556,2513
14052,2021-08-08 12:00:00,473.99,2152,167,221,1003,188,8495,2339
14053,2021-08-08 13:00:00,494.51,1954,168,173,1022,188,8911,2198
14054,2021-08-08 14:00:00,517.29,1737,168,171,1052,188,9350,1971
14055,2021-08-08 15:00:00,557.03,1533,168,172,1069,188,9737,1265
14056,2021-08-08 16:00:00,595.42,1060,213,215,1062,188,10010,817
14057,2021-08-08 17:00:00,637.86,725,218,241,1031,188,10728,369
14058,2021-08-08 18:00:00,651.76,872,218,247,1014,188,11382,44
14059,2021-08-08 19:00:00,646.17,992,219,246,1016,187,11130,0
14060,2021-08-08 20:00:00,649.12,846,219,250,1020,188,10678,0
14061,2021-08-08 21:00:00,643.35,789,217,247,1017,188,9676,0
14062,2021-08-08 22:00:00,643.88,824,162,239,1076,187,9714,0
14063,2021-08-08 23:00:00,642.47,916,154,234,1120,188,10103,0
14064,2021-08-09 00:00:00,630.79,1084,153,234,1213,188,9957,0
14065,2021-08-09 01:00:00,615.35,1348,153,233,1287,188,9832,0
14066,2021-08-09 02:00:00,614.47,1355,153,236,1297,188,9812,0
14067,2021-08-09 03:00:00,610.66,1431,153,249,1312,188,9908,10
14068,2021-08-09 04:00:00,617.68,1460,161,248,1331,187,11392,158
14069,2021-08-09 05:00:00,634.23,848,209,248,1414,188,13175,651
14070,2021-08-09 06:00:00,630.88,515,236,248,1439,188,13886,1181
14071,2021-08-09 07:00:00,609.13,455,214,246,1394,187,13568,1836
14072,2021-08-09 08:00:00,584.04,597,197,247,1393,188,13067,2328
14073,2021-08-09 09:00:00,556.56,923,179,245,1384,187,12542,2723
14074,2021-08-09 10:00:00,538.95,1222,177,247,1400,188,12211,2877
14075,2021-08-09 11:00:00,537.48,1303,175,246,1412,188,12215,2847
14076,2021-08-09 12:00:00,543.26,1245,178,247,1389,187,12145,2685
14077,2021-08-09 13:00:00,565.18,1018,178,245,1370,186,12699,2411
14078,2021-08-09 14:00:00,587.48,814,183,246,1372,187,13147,2052
14079,2021-08-09 15:00:00,619.81,630,183,248,1387,187,14075,1499
14080,2021-08-09 16:00:00,652.54,428,235,249,1435,187,15715,984
14081,2021-08-09 17:00:00,679.24,265,242,247,1539,187,16298,408
14082,2021-08-09 18:00:00,694.33,195,276,249,1573,187,16637,41
14083,2021-08-09 19:00:00,694.83,216,283,244,1575,188,16606,0
14084,2021-08-09 20:00:00,689.79,388,259,246,1468,188,16221,0
14085,2021-08-09 21:00:00,683.35,495,198,248,1309,187,14417,0
14086,2021-08-09 22:00:00,677.27,510,175,241,1271,186,12911,0
14087,2021-08-09 23:00:00,673.58,545,181,238,1266,186,12537,0
14088,2021-08-10 00:00:00,666.91,611,182,238,1260,186,11927,0
14089,2021-08-10 01:00:00,666.79,631,182,233,1261,186,12019,0
14090,2021-08-10 02:00:00,658.08,814,182,244,1261,186,12031,0
14091,2021-08-10 03:00:00,659.49,861,181,249,1275,186,12757,22
14092,2021-08-10 04:00:00,666.88,829,182,247,1371,186,15118,170
14093,2021-08-10 05:00:00,660.14,590,188,247,1314,187,15539,676
14094,2021-08-10 06:00:00,652.09,223,180,248,1447,187,15847,1275
14095,2021-08-10 07:00:00,633.05,142,179,247,1543,185,15706,1874
14096,2021-08-10 08:00:00,613.83,216,178,246,1488,187,15561,2411
14097,2021-08-10 09:00:00,604.63,341,165,246,1561,187,15504,2565
14098,2021-08-10 10:00:00,604.86,441,170,247,1432,188,15403,2475
14099,2021-08-10 11:00:00,599.45,626,171,248,1324,187,14700,2325
14100,2021-08-10 12:00:00,601.84,717,174,248,1328,187,14241,2031
14101,2021-08-10 13:00:00,605.37,728,168,247,1323,187,14274,1927
14102,2021-08-10 14:00:00,610.61,840,171,247,1332,187,14426,1684
14103,2021-08-10 15:00:00,633.6,943,169,247,1362,188,15640,1127
14104,2021-08-10 16:00:00,658.81,566,263,246,1477,187,16090,677
14105,2021-08-10 17:00:00,668.36,579,275,245,1618,187,16101,313
14106,2021-08-10 18:00:00,677.25,588,274,244,1652,188,16137,41
14107,2021-08-10 19:00:00,683.29,501,256,245,1580,187,16055,0
14108,2021-08-10 20:00:00,684.78,457,233,244,1588,187,15841,0
14109,2021-08-10 21:00:00,689.24,382,221,243,1460,187,15576,0
14110,2021-08-10 22:00:00,686.63,475,175,238,1436,187,15222,0
14111,2021-08-10 23:00:00,683.5,543,168,236,1393,187,14849,0
14112,2021-08-11 00:00:00,675.07,743,168,233,1329,187,14459,0
14113,2021-08-11 01:00:00,664.72,898,168,235,1267,187,13503,0
14114,2021-08-11 02:00:00,666.19,902,168,244,1318,186,14008,0
14115,2021-08-11 03:00:00,664.57,1009,169,247,1353,187,14697,13
14116,2021-08-11 04:00:00,659.36,1013,171,247,1369,187,14733,145
14117,2021-08-11 05:00:00,652.57,768,174,246,1343,187,14749,588
14118,2021-08-11 06:00:00,638.73,501,227,248,1456,188,15196,1228
14119,2021-08-11 07:00:00,614.51,552,241,247,1401,185,14927,1874
14120,2021-08-11 08:00:00,586.93,897,198,247,1442,188,14372,2305
14121,2021-08-11 09:00:00,578.24,1098,193,244,1345,186,14745,2560
14122,2021-08-11 10:00:00,558.16,1294,191,250,1300,188,14066,2862
14123,2021-08-11 11:00:00,557.5,1562,190,248,1301,186,13923,2569
14124,2021-08-11 12:00:00,544.01,1787,190,247,1298,188,13397,2632
14125,2021-08-11 13:00:00,546.61,1917,187,245,1297,187,13308,2379
14126,2021-08-11 14:00:00,569.13,1846,197,247,1301,186,14049,1913
14127,2021-08-11 15:00:00,592.95,1605,207,247,1308,186,14615,1508
14128,2021-08-11 16:00:00,623.36,1290,264,245,1312,186,15366,971
14129,2021-08-11 17:00:00,657.08,888,304,247,1369,187,15850,374
14130,2021-08-11 18:00:00,670.21,810,312,248,1483,188,16013,37
14131,2021-08-11 19:00:00,673.09,802,308,246,1387,187,15913,0
14132,2021-08-11 20:00:00,671.81,824,272,242,1282,187,15143,0
14133,2021-08-11 21:00:00,665.98,971,216,224,1306,186,14620,0
14134,2021-08-11 22:00:00,668.51,991,207,173,1324,186,14871,0
14135,2021-08-11 23:00:00,665.07,1023,207,170,1293,185,14333,0
14136,2021-08-12 00:00:00,659.71,1114,207,169,1285,186,13984,0
14137,2021-08-12 01:00:00,656.88,1125,207,193,1290,186,13756,0
14138,2021-08-12 02:00:00,653.36,1126,207,231,1290,186,13441,0
14139,2021-08-12 03:00:00,655.15,1114,202,247,1281,186,13767,12
14140,2021-08-12 04:00:00,659.06,1017,194,247,1355,187,15076,185
14141,2021-08-12 05:00:00,649.52,683,202,246,1355,185,15076,781
14142,2021-08-12 06:00:00,635.1,310,221,248,1364,186,15201,1574
14143,2021-08-12 07:00:00,614.85,390,227,246,1377,185,15297,2137
14144,2021-08-12 08:00:00,597.23,495,230,248,1366,187,15072,2555
14145,2021-08-12 09:00:00,580.82,538,232,247,1384,185,14746,2974
14146,2021-08-12 10:00:00,578.18,563,231,247,1355,184,14477,2969
14147,2021-08-12 11:00:00,584.08,500,229,248,1354,185,14385,2803
14148,2021-08-12 12:00:00,584.75,491,219,244,1356,187,14612,2870
14149,2021-08-12 13:00:00,594.71,446,212,246,1360,187,15116,2724
14150,2021-08-12 14:00:00,612.28,390,212,247,1348,187,15478,2289
14151,2021-08-12 15:00:00,632.31,300,259,249,1398,187,15667,1709
14152,2021-08-12 16:00:00,659.81,187,287,246,1361,187,16146,1062
14153,2021-08-12 17:00:00,686.46,146,300,246,1396,188,16694,376
14154,2021-08-12 18:00:00,696.36,210,316,249,1406,187,16937,36
14155,2021-08-12 19:00:00,693.41,325,308,247,1364,187,16596,0
14156,2021-08-12 20:00:00,688.35,392,285,248,1392,187,15808,0
14157,2021-08-12 21:00:00,688.05,446,206,247,1449,186,15731,0
14158,2021-08-12 22:00:00,681.57,592,199,238,1470,185,15433,0
14159,2021-08-12 23:00:00,674.17,752,199,237,1310,185,14551,0
14160,2021-08-13 00:00:00,664.41,914,196,236,1260,185,13737,0
14161,2021-08-13 01:00:00,661.63,944,195,236,1259,185,13462,0
14162,2021-08-13 02:00:00,662.54,989,195,244,1258,185,13971,0
14163,2021-08-13 03:00:00,666.21,958,195,245,1283,185,14602,15
14164,2021-08-13 04:00:00,663.97,891,195,249,1368,185,15387,213
14165,2021-08-13 05:00:00,651.77,677,201,250,1399,185,15523,775
14166,2021-08-13 06:00:00,642.5,324,217,249,1418,184,15721,1416
14167,2021-08-13 07:00:00,624.42,134,225,247,1414,184,15532,2126
14168,2021-08-13 08:00:00,605.55,166,214,247,1446,184,15197,2626
14169,2021-08-13 09:00:00,588.28,317,205,246,1439,186,14562,2891
14170,2021-08-13 10:00:00,579.23,414,194,249,1398,186,14421,3083
14171,2021-08-13 11:00:00,571.77,451,193,247,1313,185,14006,3203
14172,2021-08-13 12:00:00,580.54,454,192,248,1301,188,13921,2881
14173,2021-08-13 13:00:00,592.36,436,191,247,1279,187,14045,2562
14174,2021-08-13 14:00:00,613.34,368,188,248,1292,187,14532,2095
14175,2021-08-13 15:00:00,637.17,289,187,250,1363,188,15136,1552
14176,2021-08-13 16:00:00,658.75,250,244,248,1558,187,15808,933
14177,2021-08-13 17:00:00,674.99,357,281,243,1594,187,15847,320
14178,2021-08-13 18:00:00,675.76,614,298,249,1619,187,15989,25
14179,2021-08-13 19:00:00,664.75,971,286,246,1494,188,15623,0
14180,2021-08-13 20:00:00,649.25,1399,249,248,1445,188,15172,0
14181,2021-08-13 21:00:00,633.97,1835,199,244,1326,188,14576,0
14182,2021-08-13 22:00:00,595.11,2237,187,240,1294,187,11596,0
14183,2021-08-13 23:00:00,578.74,2315,186,236,1298,186,10411,0
14184,2021-08-14 00:00:00,585.24,2090,185,235,1303,186,10201,0
14185,2021-08-14 01:00:00,588.66,2005,186,237,1290,186,10186,0
14186,2021-08-14 02:00:00,599.17,1839,185,240,1301,186,10512,0
14187,2021-08-14 03:00:00,610.25,1540,185,244,1297,186,10403,11
14188,2021-08-14 04:00:00,619.28,1319,185,249,1295,186,10990,159
14189,2021-08-14 05:00:00,614.11,980,188,247,1334,187,11099,628
14190,2021-08-14 06:00:00,599.8,703,191,246,1373,187,11219,1270
14191,2021-08-14 07:00:00,569.86,758,191,246,1436,187,11156,1970
14192,2021-08-14 08:00:00,543.95,898,187,248,1481,186,10836,2450
14193,2021-08-14 09:00:00,520.21,1125,187,247,1513,186,10443,2777
14194,2021-08-14 10:00:00,508.7,1181,184,247,1513,187,10130,2942
14195,2021-08-14 11:00:00,495.04,1171,178,247,1521,187,9448,3043
14196,2021-08-14 12:00:00,509.08,1039,183,249,1550,187,9362,2682
14197,2021-08-14 13:00:00,526.02,882,181,247,1527,187,9610,2469
14198,2021-08-14 14:00:00,551.14,775,177,246,1434,187,10245,2164
14199,2021-08-14 15:00:00,585.92,737,178,247,1343,187,11075,1576
14200,2021-08-14 16:00:00,625.86,584,184,247,1341,187,12098,964
14201,2021-08-14 17:00:00,658.69,409,231,243,1466,187,12530,330
14202,2021-08-14 18:00:00,669.87,430,246,249,1516,187,12659,26
14203,2021-08-14 19:00:00,664.77,607,248,246,1440,187,12651,0
14204,2021-08-14 20:00:00,657.94,803,231,246,1366,188,12570,0
14205,2021-08-14 21:00:00,651.53,938,183,244,1372,187,12183,0
14206,2021-08-14 22:00:00,643.77,995,172,239,1315,187,11268,0
14207,2021-08-14 23:00:00,641.03,930,172,235,1290,187,10512,0
14208,2021-08-15 00:00:00,639.06,936,172,237,1288,187,10333,0
14209,2021-08-15 01:00:00,630.84,983,172,239,1283,186,9723,0
14210,2021-08-15 02:00:00,622.23,1059,172,241,1300,186,9320,0
14211,2021-08-15 03:00:00,613.61,1148,172,246,1295,186,9021,9
14212,2021-08-15 04:00:00,599.17,1236,171,247,1294,186,8892,178
14213,2021-08-15 05:00:00,579.85,1113,171,245,1325,187,9059,750
14214,2021-08-15 06:00:00,555.44,1001,170,247,1355,187,8965,1381
14215,2021-08-15 07:00:00,517.29,1236,169,246,1461,187,8841,2041
14216,2021-08-15 08:00:00,483.76,1547,170,246,1515,187,8226,2348
14217,2021-08-15 09:00:00,464.87,1754,169,247,1331,187,8013,2622
14218,2021-08-15 10:00:00,461.27,1831,167,247,1259,188,8143,2757
14219,2021-08-15 11:00:00,466.34,1774,166,247,1261,187,8367,2797
14220,2021-08-15 12:00:00,475.46,1581,169,247,1265,188,8527,2798
14221,2021-08-15 13:00:00,503,1336,171,246,1275,188,8961,2452
14222,2021-08-15 14:00:00,537.75,1103,171,244,1278,187,9462,1948
14223,2021-08-15 15:00:00,584.65,696,172,246,1258,187,10433,1496
14224,2021-08-15 16:00:00,639.57,341,182,248,1276,186,12320,943
14225,2021-08-15 17:00:00,678.36,145,231,247,1319,187,13542,332
14226,2021-08-15 18:00:00,696.98,87,246,249,1250,187,14062,25
14227,2021-08-15 19:00:00,695.01,129,251,246,1234,186,13693,0
14228,2021-08-15 20:00:00,688.53,242,180,247,1225,186,12640,0
14229,2021-08-15 21:00:00,666.16,590,171,247,1231,186,11557,0
14230,2021-08-15 22:00:00,639.76,1076,171,238,1239,185,11041,0
14231,2021-08-15 23:00:00,602.51,1789,171,233,1225,185,10429,0
14232,2021-08-16 00:00:00,575.76,2242,171,235,1208,185,9795,0
14233,2021-08-16 01:00:00,567.26,2452,171,232,1225,186,9812,0
14234,2021-08-16 02:00:00,559.01,2672,171,245,1229,186,9886,0
14235,2021-08-16 03:00:00,574.46,2558,171,247,1234,185,10764,7
14236,2021-08-16 04:00:00,595.48,2515,170,247,1263,186,12945,107
14237,2021-08-16 05:00:00,620.26,1880,175,245,1374,186,15360,542
14238,2021-08-16 06:00:00,626.08,1099,188,245,1413,186,15625,1167
14239,2021-08-16 07:00:00,615.77,719,198,246,1381,186,15517,1857
14240,2021-08-16 08:00:00,601.67,744,195,246,1384,187,15804,2380
14241,2021-08-16 09:00:00,591.64,986,194,247,1453,187,16038,2534
14242,2021-08-16 10:00:00,572.85,1328,173,247,1357,186,15423,2756
