UTC time,coal,nat_gas,oil,hydro,solar,wind
2023-11-04 00:00:00,191.0,588.0,0.0,24.0,0.0,2552.0
2023-11-04 01:00:00,190.0,671.0,0.0,25.0,0.0,2594.0
2023-11-04 02:00:00,190.0,632.0,0.0,24.0,0.0,2572.0
2023-11-04 03:00:00,220.0,644.0,0.0,24.0,0.0,2553.0
2023-11-04 04:00:00,259.0,658.0,0.0,55.0,1.0,2634.0
2023-11-04 05:00:00,196.0,642.0,0.0,101.0,57.0,2784.0
2023-11-04 06:00:00,189.0,661.0,0.0,67.0,249.0,2807.0
2023-11-04 07:00:00,218.0,640.0,0.0,26.0,518.0,2853.0
2023-11-04 08:00:00,248.0,675.0,0.0,37.0,863.0,2706.0
2023-11-04 09:00:00,204.0,632.0,0.0,26.0,1272.0,2682.0
2023-11-04 10:00:00,182.0,623.0,0.0,30.0,1940.0,2702.0
2023-11-04 11:00:00,183.0,622.0,0.0,26.0,2039.0,2389.0
2023-11-04 12:00:00,183.0,627.0,0.0,6.0,1865.0,2592.0
2023-11-04 13:00:00,184.0,664.0,0.0,3.0,1409.0,2593.0
2023-11-04 14:00:00,183.0,632.0,0.0,3.0,491.0,2636.0
2023-11-04 15:00:00,182.0,678.0,0.0,86.0,20.0,2611.0
2023-11-04 16:00:00,196.0,707.0,0.0,257.0,1.0,2278.0
2023-11-04 17:00:00,197.0,631.0,0.0,461.0,0.0,2082.0
2023-11-04 18:00:00,195.0,622.0,0.0,326.0,0.0,2027.0
2023-11-04 19:00:00,196.0,621.0,0.0,117.0,0.0,1770.0
2023-11-04 20:00:00,197.0,618.0,0.0,56.0,0.0,1576.0
2023-11-04 21:00:00,197.0,623.0,0.0,3.0,0.0,1557.0
2023-11-04 22:00:00,194.0,627.0,0.0,3.0,0.0,1463.0
2023-11-04 23:00:00,185.0,621.0,0.0,3.0,0.0,1365.0
