UTC time,coal,nat_gas,oil,hydro,solar,wind
2023-03-07 00:00:00,724.0,1153.0,0.0,7.0,0.0,1443.0
2023-03-07 01:00:00,721.0,1190.0,0.0,7.0,0.0,1308.0
2023-03-07 02:00:00,727.0,1213.0,0.0,7.0,0.0,1302.0
2023-03-07 03:00:00,727.0,1282.0,0.0,7.0,0.0,1339.0
2023-03-07 04:00:00,733.0,1413.0,0.0,48.0,0.0,1453.0
2023-03-07 05:00:00,882.0,1550.0,0.0,168.0,95.0,1528.0
2023-03-07 06:00:00,754.0,2012.0,0.0,142.0,471.0,1484.0
2023-03-07 07:00:00,757.0,2172.0,0.0,127.0,966.0,1576.0
2023-03-07 08:00:00,759.0,1655.0,0.0,229.0,1369.0,1648.0
2023-03-07 09:00:00,783.0,1097.0,0.0,110.0,1917.0,1746.0
2023-03-07 10:00:00,679.0,1075.0,0.0,94.0,1800.0,1879.0
2023-03-07 11:00:00,668.0,1140.0,0.0,84.0,1495.0,2121.0
2023-03-07 12:00:00,725.0,1029.0,0.0,81.0,1343.0,2175.0
2023-03-07 13:00:00,925.0,1219.0,0.0,144.0,1085.0,2026.0
2023-03-07 14:00:00,1040.0,1635.0,0.0,154.0,705.0,1866.0
2023-03-07 15:00:00,1056.0,2506.0,0.0,209.0,276.0,1524.0
2023-03-07 16:00:00,1090.0,3304.0,0.0,414.0,13.0,1332.0
2023-03-07 17:00:00,1112.0,3336.0,0.0,397.0,0.0,1244.0
2023-03-07 18:00:00,1117.0,3495.0,0.0,574.0,0.0,1199.0
2023-03-07 19:00:00,1078.0,3104.0,0.0,379.0,0.0,1225.0
2023-03-07 20:00:00,1042.0,2851.0,0.0,140.0,0.0,1147.0
2023-03-07 21:00:00,1022.0,2508.0,0.0,81.0,0.0,1170.0
2023-03-07 22:00:00,847.0,1903.0,0.0,28.0,0.0,1124.0
2023-03-07 23:00:00,749.0,1503.0,0.0,32.0,0.0,1171.0
