UTC time,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass,unknown
2023-02-20 00:00:00,2649.0,291.0,3504.0,10.0,182.0,0.0,60.0,290.0,328.0
2023-02-20 01:00:00,2660.0,292.0,3504.0,10.0,172.0,0.0,68.0,290.0,329.0
2023-02-20 02:00:00,2790.0,292.0,3500.0,11.0,170.0,0.0,89.0,290.0,331.0
2023-02-20 03:00:00,2985.0,288.0,3501.0,9.0,170.0,0.0,94.0,290.0,333.0
2023-02-20 04:00:00,3596.0,302.0,3501.0,13.0,170.0,0.0,119.0,290.0,339.0
2023-02-20 05:00:00,3775.0,328.0,3498.0,19.0,192.0,6.0,129.0,293.0,369.0
2023-02-20 06:00:00,3964.0,342.0,3496.0,11.0,631.0,26.0,138.0,295.0,372.0
2023-02-20 07:00:00,4037.0,343.0,3493.0,10.0,581.0,138.0,152.0,293.0,370.0
2023-02-20 08:00:00,4129.0,344.0,3493.0,11.0,461.0,321.0,168.0,293.0,369.0
2023-02-20 09:00:00,3713.0,334.0,3490.0,10.0,275.0,522.0,184.0,295.0,363.0
2023-02-20 10:00:00,3616.0,320.0,3486.0,11.0,259.0,657.0,198.0,295.0,367.0
2023-02-20 11:00:00,3461.0,318.0,3485.0,11.0,252.0,637.0,196.0,296.0,372.0
2023-02-20 12:00:00,3465.0,316.0,3484.0,11.0,254.0,516.0,200.0,295.0,364.0
2023-02-20 13:00:00,3673.0,315.0,3481.0,10.0,251.0,455.0,207.0,295.0,364.0
2023-02-20 14:00:00,3822.0,318.0,3479.0,9.0,268.0,291.0,212.0,295.0,369.0
2023-02-20 15:00:00,3880.0,315.0,3480.0,9.0,349.0,125.0,224.0,294.0,370.0
2023-02-20 16:00:00,3825.0,320.0,3481.0,11.0,545.0,18.0,223.0,294.0,365.0
2023-02-20 17:00:00,3955.0,328.0,3480.0,11.0,608.0,1.0,219.0,294.0,370.0
2023-02-20 18:00:00,4125.0,327.0,3482.0,11.0,615.0,0.0,199.0,294.0,371.0
2023-02-20 19:00:00,3953.0,322.0,3485.0,9.0,301.0,0.0,199.0,293.0,371.0
2023-02-20 20:00:00,3787.0,316.0,3485.0,9.0,205.0,0.0,195.0,293.0,367.0
2023-02-20 21:00:00,3515.0,287.0,3486.0,7.0,190.0,0.0,196.0,291.0,338.0
2023-02-20 22:00:00,3103.0,279.0,3486.0,8.0,218.0,0.0,213.0,288.0,331.0
2023-02-20 23:00:00,3004.0,274.0,3486.0,9.0,185.0,0.0,220.0,287.0,333.0
