,UTC time,carbon_intensity,nuclear,unknown,wind,hydro
13286,2021-07-07 14:00:00,36.82,4590,961,2508,6950
13287,2021-07-07 15:00:00,37.89,4591,986,2584,6802
13288,2021-07-07 16:00:00,38.13,4597,989,2714,6615
13289,2021-07-07 17:00:00,37.6,4598,985,2792,6689
13290,2021-07-07 18:00:00,36.37,4599,969,2636,7117
13291,2021-07-07 19:00:00,35.13,4605,944,2532,7370
13292,2021-07-07 20:00:00,34.64,4605,924,2614,7194
13293,2021-07-07 21:00:00,33.58,4607,907,2921,7095
13294,2021-07-07 22:00:00,33.51,4608,897,3159,6727
13295,2021-07-07 23:00:00,32.97,4606,877,3188,6622
13296,2021-07-08 00:00:00,33.33,4610,866,3175,6289
13297,2021-07-08 01:00:00,33.67,4611,862,3137,6111
13298,2021-07-08 02:00:00,34.01,4609,853,2845,6114
13299,2021-07-08 03:00:00,34.06,4615,851,2561,6340
13300,2021-07-08 04:00:00,32.36,4610,847,2226,7367
13301,2021-07-08 05:00:00,31.33,4611,853,1970,8223
13302,2021-07-08 06:00:00,31.99,4613,878,1599,8692
13303,2021-07-08 07:00:00,32.63,4614,903,1442,8953
13304,2021-07-08 08:00:00,33.33,4614,921,1434,8919
13305,2021-07-08 09:00:00,33.88,4603,937,1546,8817
13306,2021-07-08 10:00:00,33.75,4606,953,1811,8864
13307,2021-07-08 11:00:00,33.84,4614,957,1834,8858
13308,2021-07-08 12:00:00,34.25,4599,954,1665,8796
13309,2021-07-08 13:00:00,33.94,4594,947,1708,8796
13310,2021-07-08 14:00:00,33.8,4587,940,1601,8863
13311,2021-07-08 15:00:00,33.9,4592,938,1396,8984
13312,2021-07-08 16:00:00,33.63,4588,924,1272,9013
13313,2021-07-08 17:00:00,33.51,4590,905,1094,8941
13314,2021-07-08 18:00:00,33.02,4591,892,943,9108
13315,2021-07-08 19:00:00,32.66,4592,874,896,9024
13316,2021-07-08 20:00:00,32.41,4594,863,923,8932
13317,2021-07-08 21:00:00,32.19,4595,843,1051,8569
13318,2021-07-08 22:00:00,32.29,4597,833,1041,8362
13319,2021-07-08 23:00:00,35.77,4592,823,1009,6806
13320,2021-07-09 00:00:00,35.77,4592,811,966,6668
13321,2021-07-09 01:00:00,35.55,4599,807,978,6669
13322,2021-07-09 02:00:00,35.4,4607,801,939,6664
13323,2021-07-09 03:00:00,35.55,4599,805,935,6680
13324,2021-07-09 04:00:00,35.88,4602,817,812,6863
13325,2021-07-09 05:00:00,34.1,4597,850,544,8342
13326,2021-07-09 06:00:00,34.76,4599,903,414,9023
13327,2021-07-09 07:00:00,34.84,4598,937,356,9572
13328,2021-07-09 08:00:00,35.65,4602,960,395,9527
13329,2021-07-09 09:00:00,35.94,4593,975,444,9586
13330,2021-07-09 10:00:00,35.29,4591,963,517,9621
13331,2021-07-09 11:00:00,34.9,4588,951,589,9542
13332,2021-07-09 12:00:00,35.14,4591,949,647,9342
13333,2021-07-09 13:00:00,34.77,4596,943,702,9355
13334,2021-07-09 14:00:00,34.53,4584,931,733,9257
13335,2021-07-09 15:00:00,34.04,4582,926,772,9364
13336,2021-07-09 16:00:00,33.87,4580,919,778,9325
13337,2021-07-09 17:00:00,33.69,4584,907,785,9203
13338,2021-07-09 18:00:00,33.45,4576,892,849,9017
13339,2021-07-09 19:00:00,33.7,4575,885,902,8738
13340,2021-07-09 20:00:00,33.97,4574,868,926,8324
13341,2021-07-09 21:00:00,33.83,4578,856,1015,8100
13342,2021-07-09 22:00:00,33.74,4572,858,1154,8039
13343,2021-07-09 23:00:00,34.5,4574,844,1378,7269
13344,2021-07-10 00:00:00,34.45,4574,832,1513,6967
13345,2021-07-10 01:00:00,34.18,4572,817,1643,6713
13346,2021-07-10 02:00:00,34.68,4572,814,1673,6438
13347,2021-07-10 03:00:00,34.84,4578,817,1841,6249
13348,2021-07-10 04:00:00,34.39,4576,817,1915,6351
13349,2021-07-10 05:00:00,34.28,4574,835,2021,6578
13350,2021-07-10 06:00:00,33.75,4578,844,1956,7001
13351,2021-07-10 07:00:00,33.79,4582,861,2006,7204
13352,2021-07-10 08:00:00,33.9,4578,880,2059,7409
13353,2021-07-10 09:00:00,34.2,4577,894,2086,7473
13354,2021-07-10 10:00:00,34.16,4569,905,2238,7521
13355,2021-07-10 11:00:00,34.08,4575,914,2331,7601
13356,2021-07-10 12:00:00,33.95,4572,918,2582,7476
13357,2021-07-10 13:00:00,33.1,4575,910,2894,7427
13358,2021-07-10 14:00:00,32.86,4568,918,3207,7369
13359,2021-07-10 15:00:00,32.58,4568,922,3446,7335
13360,2021-07-10 16:00:00,32.87,4560,922,3269,7376
13361,2021-07-10 17:00:00,32.8,4559,914,3151,7399
13362,2021-07-10 18:00:00,33.1,4559,904,2928,7311
13363,2021-07-10 19:00:00,32.77,4552,885,2877,7215
13364,2021-07-10 20:00:00,32.67,4554,872,2887,7036
13365,2021-07-10 21:00:00,32.73,4561,864,2800,6954
13366,2021-07-10 22:00:00,32.56,4563,847,2973,6575
13367,2021-07-10 23:00:00,33.7,4567,835,2993,5850
13368,2021-07-11 00:00:00,33.73,4562,825,3127,5549
13369,2021-07-11 01:00:00,34.11,4559,815,2995,5370
13370,2021-07-11 02:00:00,34.22,4570,805,2849,5304
13371,2021-07-11 03:00:00,34.56,4582,805,2726,5282
13372,2021-07-11 04:00:00,35.15,4574,811,2553,5329
13373,2021-07-11 05:00:00,35.09,4571,826,2436,5704
13374,2021-07-11 06:00:00,35.43,4575,849,2277,6079
13375,2021-07-11 07:00:00,35.7,4571,873,2171,6445
13376,2021-07-11 08:00:00,36.47,4568,896,2130,6533
13377,2021-07-11 09:00:00,37.29,4567,925,2134,6638
13378,2021-07-11 10:00:00,37.98,4571,945,2166,6626
13379,2021-07-11 11:00:00,38.56,4566,964,2125,6719
13380,2021-07-11 12:00:00,39.04,4577,967,2038,6662
13381,2021-07-11 13:00:00,38.46,4574,965,2148,6741
13382,2021-07-11 14:00:00,38.12,4570,959,2083,6854
13383,2021-07-11 15:00:00,37.75,4577,957,2058,6986
13384,2021-07-11 16:00:00,37.73,4583,958,2070,6987
13385,2021-07-11 17:00:00,36.78,4588,942,1921,7276
13386,2021-07-11 18:00:00,35.79,4595,924,1891,7437
13387,2021-07-11 19:00:00,35.53,4599,894,1695,7279
13388,2021-07-11 20:00:00,35.41,4604,879,1818,6974
13389,2021-07-11 21:00:00,34.87,4609,870,1975,6894
13390,2021-07-11 22:00:00,34.54,4616,857,2120,6673
13391,2021-07-11 23:00:00,35,4614,874,2057,6812
13392,2021-07-12 00:00:00,34.83,4624,848,2073,6456
13393,2021-07-12 01:00:00,35.19,4613,844,1954,6378
13394,2021-07-12 02:00:00,35.48,4614,839,1755,6391
13395,2021-07-12 03:00:00,35.27,4621,844,1738,6558
13396,2021-07-12 04:00:00,34.82,4626,856,1491,7163
13397,2021-07-12 05:00:00,34.02,4625,886,1260,8204
13398,2021-07-12 06:00:00,33.49,4627,927,1072,9291
13399,2021-07-12 07:00:00,34.52,4625,978,930,9759
13400,2021-07-12 08:00:00,34.92,4624,990,803,9886
13401,2021-07-12 09:00:00,33.88,4624,959,762,9929
13402,2021-07-12 10:00:00,34.15,4623,966,709,9965
13403,2021-07-12 11:00:00,33.93,4617,960,824,9866
13404,2021-07-12 12:00:00,35.32,4605,1000,851,9825
13405,2021-07-12 13:00:00,34.55,4608,973,790,9823
13406,2021-07-12 14:00:00,34.96,4610,985,762,9844
13407,2021-07-12 15:00:00,36.3,4604,1026,721,9903
13408,2021-07-12 16:00:00,35.57,4605,1003,689,9919
13409,2021-07-12 17:00:00,34.87,4594,979,705,9866
13410,2021-07-12 18:00:00,34.48,4585,968,663,9927
13411,2021-07-12 19:00:00,33.47,4584,929,708,9740
13412,2021-07-12 20:00:00,34.84,4584,940,821,9168
13413,2021-07-12 21:00:00,35.03,4582,925,949,8729
13414,2021-07-12 22:00:00,35.39,4584,903,1027,8156
13415,2021-07-12 23:00:00,36.18,4585,887,1092,7532
13416,2021-07-13 00:00:00,36.87,4588,880,1103,7152
13417,2021-07-13 01:00:00,37.74,4583,897,1060,7125
13418,2021-07-13 02:00:00,38.23,4583,906,1039,7098
13419,2021-07-13 03:00:00,38.69,4585,908,1012,6988
13420,2021-07-13 04:00:00,38.53,4588,918,971,7223
13421,2021-07-13 05:00:00,37.52,4591,948,846,8142
13422,2021-07-13 06:00:00,36.79,4593,991,725,9178
13423,2021-07-13 07:00:00,36.77,4582,1026,688,9748
13424,2021-07-13 08:00:00,37.41,4589,1054,727,9831
13425,2021-07-13 09:00:00,37.51,4582,1067,793,9914
13426,2021-07-13 10:00:00,37.3,4583,1066,841,9945
13427,2021-07-13 11:00:00,38.17,4574,1094,911,9901
13428,2021-07-13 12:00:00,38.01,4571,1091,976,9867
13429,2021-07-13 13:00:00,37.98,4575,1085,979,9788
13430,2021-07-13 14:00:00,38.22,4567,1088,980,9733
13431,2021-07-13 15:00:00,38.52,4565,1099,953,9789
13432,2021-07-13 16:00:00,37.71,4560,1075,934,9823
13433,2021-07-13 17:00:00,37.55,4553,1066,888,9816
13434,2021-07-13 18:00:00,37.07,4552,1048,930,9727
13435,2021-07-13 19:00:00,36.97,4540,1030,953,9495
13436,2021-07-13 20:00:00,37.41,4537,1017,1069,9009
13437,2021-07-13 21:00:00,37.16,4544,991,1173,8627
13438,2021-07-13 22:00:00,38.04,4539,975,1298,7926
13439,2021-07-13 23:00:00,38.25,4540,951,1328,7478
13440,2021-07-14 00:00:00,39.01,4539,944,1386,7047
13441,2021-07-14 01:00:00,39.28,4538,931,1291,6869
13442,2021-07-14 02:00:00,39.57,4539,928,1243,6774
13443,2021-07-14 03:00:00,39.58,4539,925,1162,6813
13444,2021-07-14 04:00:00,39.37,4539,937,942,7267
13445,2021-07-14 05:00:00,37.88,4536,962,724,8380
13446,2021-07-14 06:00:00,37.51,4530,1005,566,9305
13447,2021-07-14 07:00:00,39.21,4537,1062,460,9513
13448,2021-07-14 08:00:00,39.5,4531,1069,436,9524
13449,2021-07-14 09:00:00,40.07,4532,1088,469,9523
13450,2021-07-14 10:00:00,40.5,4527,1104,550,9495
13451,2021-07-14 11:00:00,40.97,4529,1117,556,9476
13452,2021-07-14 12:00:00,40.53,4525,1103,602,9417
13453,2021-07-14 13:00:00,40.06,4519,1085,659,9311
13454,2021-07-14 14:00:00,39.25,4515,1064,704,9305
13455,2021-07-14 15:00:00,39.42,4510,1068,729,9273
13456,2021-07-14 16:00:00,39.11,4510,1069,697,9441
13457,2021-07-14 17:00:00,38.39,4512,1043,730,9335
13458,2021-07-14 18:00:00,37.85,4505,1035,826,9359
13459,2021-07-14 19:00:00,35.81,4511,978,936,9278
13460,2021-07-14 20:00:00,35.94,4507,964,1130,8822
13461,2021-07-14 21:00:00,36.16,4504,965,1372,8504
13462,2021-07-14 22:00:00,36.15,4510,964,1605,8255
13463,2021-07-14 23:00:00,35.23,4513,911,1587,7857
13464,2021-07-15 00:00:00,34.65,4518,886,1676,7624
13465,2021-07-15 01:00:00,35.04,4517,872,1520,7401
13466,2021-07-15 02:00:00,36.61,4520,893,1311,7303
13467,2021-07-15 03:00:00,37.19,4517,901,1237,7274
13468,2021-07-15 04:00:00,37.27,4517,933,1205,7738
13469,2021-07-15 05:00:00,36.07,4517,957,1224,8557
13470,2021-07-15 06:00:00,37.25,4521,983,946,8725
13471,2021-07-15 07:00:00,37.52,4520,1009,872,9062
13472,2021-07-15 08:00:00,36.68,4514,1000,1001,9159
13473,2021-07-15 09:00:00,38.53,4520,1045,1065,8963
13474,2021-07-15 10:00:00,39.93,4520,1075,1174,8710
13475,2021-07-15 11:00:00,39.96,4519,1076,1495,8392
13476,2021-07-15 12:00:00,37.68,4513,1013,1776,8155
13477,2021-07-15 13:00:00,37.76,4512,1007,2056,7760
13478,2021-07-15 14:00:00,37.14,4499,1001,2362,7635
13479,2021-07-15 15:00:00,36.7,4508,993,2786,7272
13480,2021-07-15 16:00:00,36.93,4502,1008,3059,7127
13481,2021-07-15 17:00:00,37.88,4510,1024,3120,6889
13482,2021-07-15 18:00:00,37.17,4502,1008,3332,6753
13483,2021-07-15 19:00:00,34.19,4488,916,3415,6584
13484,2021-07-15 20:00:00,33.59,4504,902,3588,6446
13485,2021-07-15 21:00:00,33.15,4489,889,3629,6413
13486,2021-07-15 22:00:00,32.98,4497,879,3498,6450
13487,2021-07-15 23:00:00,34.03,4496,875,3464,5949
13488,2021-07-16 00:00:00,37.37,4491,924,3518,5286
13489,2021-07-16 01:00:00,38.11,4496,925,3508,5027
13490,2021-07-16 02:00:00,38.34,4500,920,3417,4960
13491,2021-07-16 03:00:00,39.03,4503,932,3317,4978
13492,2021-07-16 04:00:00,37.34,4508,945,3145,5954
13493,2021-07-16 05:00:00,35.56,4507,969,2988,7203
13494,2021-07-16 06:00:00,33.19,4513,930,2861,7810
13495,2021-07-16 07:00:00,34.18,4515,971,2692,8158
13496,2021-07-16 08:00:00,35.08,4519,995,2437,8358
13497,2021-07-16 09:00:00,35.05,4520,1005,2357,8603
13498,2021-07-16 10:00:00,35.68,4525,1012,2051,8723
13499,2021-07-16 11:00:00,36.21,4517,1013,1745,8811
13500,2021-07-16 12:00:00,36.84,4520,1020,1560,8821
13501,2021-07-16 13:00:00,37.23,4518,1020,1390,8824
13502,2021-07-16 14:00:00,36.97,4506,1017,1439,8856
13503,2021-07-16 15:00:00,36.83,4507,1013,1455,8840
13504,2021-07-16 16:00:00,36.72,4500,1007,1440,8821
13505,2021-07-16 17:00:00,37.75,4498,1037,1398,8864
13506,2021-07-16 18:00:00,37.18,4517,1015,1309,8858
13507,2021-07-16 19:00:00,37.07,4522,1000,1278,8710
13508,2021-07-16 20:00:00,36.77,4521,980,1452,8370
13509,2021-07-16 21:00:00,36.94,4515,972,1775,7867
13510,2021-07-16 22:00:00,36.88,4522,958,2082,7374
13511,2021-07-16 23:00:00,36.74,4527,932,2217,6910
13512,2021-07-17 00:00:00,37.3,4522,925,2339,6472
13513,2021-07-17 01:00:00,37.79,4530,915,2454,6025
13514,2021-07-17 02:00:00,38.05,4538,911,2468,5848
13515,2021-07-17 03:00:00,37.59,4534,908,2553,5895
13516,2021-07-17 04:00:00,38.51,4544,922,2352,5948
13517,2021-07-17 05:00:00,38.43,4547,942,2093,6512
13518,2021-07-17 06:00:00,38.3,4549,968,1916,7098
13519,2021-07-17 07:00:00,38.36,4552,996,1686,7697
13520,2021-07-17 08:00:00,38.64,4552,1016,1669,7881
13521,2021-07-17 09:00:00,39.04,4549,1044,1886,7896
13522,2021-07-17 10:00:00,39.44,4551,1051,1950,7770
13523,2021-07-17 11:00:00,41.33,4543,1061,2060,7098
13524,2021-07-17 12:00:00,44.55,4536,1065,2239,5905
13525,2021-07-17 13:00:00,47.8,4535,1060,2316,4839
13526,2021-07-17 14:00:00,48.29,4523,1052,2366,4586
13527,2021-07-17 15:00:00,46.43,4520,1043,2404,4950
13528,2021-07-17 16:00:00,41.14,4524,1036,2533,6386
13529,2021-07-17 17:00:00,37.65,4525,1021,2500,7546
13530,2021-07-17 18:00:00,36.39,4526,1005,2645,7702
13531,2021-07-17 19:00:00,35.75,4530,981,2804,7464
13532,2021-07-17 20:00:00,35.16,4530,964,3321,6948
13533,2021-07-17 21:00:00,34.9,4532,959,3771,6538
13534,2021-07-17 22:00:00,35.55,4536,942,3954,5803
13535,2021-07-17 23:00:00,36.62,4538,927,4348,4742
13536,2021-07-18 00:00:00,37.67,4539,914,4722,3777
13537,2021-07-18 01:00:00,37.01,4545,901,4963,3588
13538,2021-07-18 02:00:00,37.8,4548,905,4970,3342
13539,2021-07-18 03:00:00,38.46,4543,903,4771,3282
13540,2021-07-18 04:00:00,38.83,4550,910,4652,3363
13541,2021-07-18 05:00:00,39.97,4552,938,4284,3720
13542,2021-07-18 06:00:00,42.19,4547,1015,4299,3971
13543,2021-07-18 07:00:00,41.69,4554,1040,4448,4303
13544,2021-07-18 08:00:00,42.28,4555,1060,4395,4407
13545,2021-07-18 09:00:00,41.9,4553,1021,4478,3961
13546,2021-07-18 10:00:00,43.59,4549,1037,4462,3631
13547,2021-07-18 11:00:00,44.23,4556,1047,4554,3455
13548,2021-07-18 12:00:00,44.98,4559,1038,4663,3008
13549,2021-07-18 13:00:00,44.38,4566,1029,4755,2982
13550,2021-07-18 14:00:00,43.85,4566,1021,4735,3065
13551,2021-07-18 15:00:00,42.94,4566,1013,4722,3264
13552,2021-07-18 16:00:00,41.22,4564,1014,4620,3947
13553,2021-07-18 17:00:00,36.12,4555,1001,4768,5609
13554,2021-07-18 18:00:00,35.34,4552,986,4568,5936
13555,2021-07-18 19:00:00,35.14,4555,974,4406,6002
13556,2021-07-18 20:00:00,34.59,4557,956,4424,5956
13557,2021-07-18 21:00:00,34.81,4573,944,4303,5775
13558,2021-07-18 22:00:00,35.49,4573,939,4345,5358
13559,2021-07-18 23:00:00,35.79,4583,912,4238,4920
13560,2021-07-19 00:00:00,35.57,4593,889,4290,4599
13561,2021-07-19 01:00:00,35.77,4592,885,4152,4599
13562,2021-07-19 02:00:00,35.98,4599,890,3837,4896
13563,2021-07-19 03:00:00,35.46,4591,894,3600,5410
13564,2021-07-19 04:00:00,34.84,4585,904,3338,6093
13565,2021-07-19 05:00:00,35.53,4574,942,3130,6597
13566,2021-07-19 06:00:00,37.02,4582,984,3090,6626
13567,2021-07-19 07:00:00,38.91,4586,1028,2990,6586
13568,2021-07-19 08:00:00,39.84,4587,1052,2874,6671
13569,2021-07-19 09:00:00,40.16,4586,1064,2904,6679
13570,2021-07-19 10:00:00,40.95,4585,1085,2891,6673
13571,2021-07-19 11:00:00,40.94,4594,1091,3010,6629
13572,2021-07-19 12:00:00,40.25,4591,1079,3209,6534
13573,2021-07-19 13:00:00,40.27,4585,1084,3346,6463
13574,2021-07-19 14:00:00,40.1,4576,1080,3445,6384
13575,2021-07-19 15:00:00,39.51,4561,1077,3630,6404
