UTC time,coal,nat_gas,nuclear,oil,hydro,solar,wind,other
2023-08-31 00:00:00,329.0,3433.0,0.0,0.0,6.0,1965.0,33.0,390.0
2023-08-31 01:00:00,346.0,3588.0,0.0,0.0,12.0,1536.0,27.0,363.0
2023-08-31 02:00:00,346.0,3869.0,0.0,0.0,144.0,463.0,31.0,341.0
2023-08-31 03:00:00,346.0,4074.0,0.0,0.0,148.0,82.0,12.0,423.0
2023-08-31 04:00:00,346.0,3992.0,0.0,0.0,104.0,79.0,0.0,439.0
2023-08-31 05:00:00,343.0,3937.0,0.0,0.0,10.0,53.0,0.0,383.0
2023-08-31 06:00:00,310.0,3952.0,0.0,0.0,6.0,78.0,0.0,465.0
2023-08-31 07:00:00,306.0,3654.0,0.0,0.0,6.0,69.0,0.0,465.0
2023-08-31 08:00:00,275.0,3570.0,0.0,0.0,6.0,28.0,0.0,412.0
2023-08-31 09:00:00,273.0,3382.0,0.0,0.0,6.0,14.0,0.0,421.0
2023-08-31 10:00:00,272.0,3260.0,0.0,0.0,6.0,15.0,0.0,429.0
2023-08-31 11:00:00,275.0,2860.0,0.0,0.0,6.0,14.0,0.0,436.0
2023-08-31 12:00:00,273.0,2845.0,0.0,0.0,6.0,14.0,0.0,439.0
2023-08-31 13:00:00,274.0,2789.0,0.0,0.0,6.0,14.0,0.0,448.0
2023-08-31 14:00:00,274.0,2746.0,0.0,0.0,6.0,127.0,0.0,453.0
2023-08-31 15:00:00,274.0,2622.0,0.0,0.0,6.0,1039.0,0.0,456.0
2023-08-31 16:00:00,274.0,2253.0,0.0,0.0,6.0,1855.0,0.0,465.0
2023-08-31 17:00:00,273.0,2114.0,0.0,0.0,6.0,2022.0,1.0,460.0
2023-08-31 18:00:00,271.0,1682.0,0.0,0.0,6.0,2047.0,70.0,445.0
2023-08-31 19:00:00,271.0,1786.0,0.0,0.0,6.0,2052.0,131.0,427.0
2023-08-31 20:00:00,309.0,2156.0,0.0,0.0,6.0,2017.0,138.0,411.0
2023-08-31 21:00:00,345.0,2627.0,0.0,0.0,6.0,1653.0,149.0,398.0
2023-08-31 22:00:00,345.0,2899.0,0.0,0.0,6.0,1520.0,149.0,390.0
2023-08-31 23:00:00,346.0,3086.0,0.0,0.0,6.0,1569.0,148.0,383.0
