Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,oil,solar,wind,biomass
38808,2023-06-06 00:00:00,86.54,117.0,93.0,23.0,0.0,837.0,463.0
38809,2023-06-06 01:00:00,88.39,117.0,93.0,23.0,0.0,882.0,386.0
38810,2023-06-06 02:00:00,81.5,116.0,92.0,23.0,3.0,947.0,433.0
38811,2023-06-06 03:00:00,79.1,116.0,92.0,23.0,62.0,919.0,451.0
38812,2023-06-06 04:00:00,72.08,121.0,105.0,24.0,220.0,904.0,576.0
38813,2023-06-06 05:00:00,69.61,126.0,113.0,25.0,479.0,840.0,539.0
38814,2023-06-06 06:00:00,59.01,125.0,107.0,25.0,885.0,816.0,495.0
38815,2023-06-06 07:00:00,48.21,125.0,99.0,25.0,1549.0,750.0,393.0
38816,2023-06-06 08:00:00,44.41,127.0,121.0,25.0,2007.0,756.0,374.0
38817,2023-06-06 09:00:00,39.81,125.0,124.0,25.0,2240.0,821.0,459.0
38818,2023-06-06 10:00:00,37.83,119.0,130.0,24.0,2347.0,746.0,554.0
38819,2023-06-06 11:00:00,33.3,111.0,98.0,22.0,2376.0,755.0,529.0
38820,2023-06-06 12:00:00,33.46,111.0,93.0,22.0,2348.0,830.0,413.0
38821,2023-06-06 13:00:00,34.59,113.0,93.0,22.0,2251.0,882.0,375.0
38822,2023-06-06 14:00:00,36.19,114.0,90.0,23.0,1992.0,964.0,389.0
38823,2023-06-06 15:00:00,40.56,116.0,89.0,23.0,1599.0,906.0,483.0
38824,2023-06-06 16:00:00,53.29,123.0,103.0,24.0,1056.0,796.0,550.0
38825,2023-06-06 17:00:00,74.67,129.0,121.0,26.0,494.0,686.0,598.0
38826,2023-06-06 18:00:00,97.14,126.0,122.0,25.0,165.0,554.0,563.0
38827,2023-06-06 19:00:00,111.9,136.0,135.0,27.0,38.0,588.0,544.0
38828,2023-06-06 20:00:00,102.07,117.0,103.0,23.0,1.0,597.0,495.0
38829,2023-06-06 21:00:00,95.73,111.0,93.0,22.0,0.0,633.0,475.0
38830,2023-06-06 22:00:00,97.3,110.0,91.0,22.0,0.0,596.0,478.0
38831,2023-06-06 23:00:00,103.09,111.0,90.0,22.0,0.0,535.0,470.0
