Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,oil,solar,wind,biomass
37704,2023-04-21 00:00:00,135.37,291.0,241.0,41.0,0.0,2789.0,434.0
37705,2023-04-21 01:00:00,136.55,288.0,196.0,39.0,2.0,2550.0,366.0
37706,2023-04-21 02:00:00,146.0,282.0,197.0,38.0,2.0,2311.0,419.0
37707,2023-04-21 03:00:00,157.43,277.0,201.0,36.0,2.0,2045.0,435.0
37708,2023-04-21 04:00:00,163.76,285.0,184.0,28.0,49.0,1879.0,486.0
37709,2023-04-21 05:00:00,149.56,256.0,168.0,26.0,295.0,1788.0,457.0
37710,2023-04-21 06:00:00,141.05,254.0,161.0,30.0,836.0,1591.0,487.0
37711,2023-04-21 07:00:00,136.96,254.0,201.0,32.0,1417.0,1468.0,584.0
37712,2023-04-21 08:00:00,115.59,222.0,167.0,33.0,1849.0,1578.0,516.0
37713,2023-04-21 09:00:00,97.78,198.0,127.0,32.0,2114.0,1853.0,468.0
37714,2023-04-21 10:00:00,91.71,192.0,117.0,26.0,2206.0,1914.0,409.0
37715,2023-04-21 11:00:00,87.86,176.0,107.0,22.0,2222.0,1826.0,361.0
37716,2023-04-21 12:00:00,90.36,176.0,105.0,21.0,2177.0,1721.0,381.0
37717,2023-04-21 13:00:00,95.35,190.0,103.0,21.0,2032.0,1662.0,390.0
37718,2023-04-21 14:00:00,110.62,240.0,103.0,24.0,1694.0,1621.0,422.0
37719,2023-04-21 15:00:00,134.82,299.0,133.0,32.0,1272.0,1587.0,443.0
37720,2023-04-21 16:00:00,165.08,343.0,161.0,43.0,674.0,1603.0,464.0
37721,2023-04-21 17:00:00,211.82,445.0,171.0,48.0,200.0,1566.0,474.0
37722,2023-04-21 18:00:00,224.27,424.0,164.0,45.0,24.0,1470.0,434.0
37723,2023-04-21 19:00:00,189.04,327.0,159.0,45.0,3.0,1654.0,488.0
37724,2023-04-21 20:00:00,191.19,332.0,156.0,46.0,3.0,1644.0,520.0
37725,2023-04-21 21:00:00,182.3,330.0,154.0,45.0,3.0,1750.0,447.0
37726,2023-04-21 22:00:00,175.82,306.0,153.0,44.0,5.0,1745.0,410.0
37727,2023-04-21 23:00:00,168.25,283.0,161.0,46.0,3.0,1809.0,428.0
