Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,oil,solar,wind,biomass
38136,2023-05-09 00:00:00,29.66,94.0,117.0,19.0,2.0,3529.0,367.0
38137,2023-05-09 01:00:00,30.46,93.0,117.0,19.0,2.0,3376.0,388.0
38138,2023-05-09 02:00:00,31.98,96.0,116.0,19.0,2.0,3254.0,378.0
38139,2023-05-09 03:00:00,33.16,101.0,120.0,20.0,16.0,3244.0,398.0
38140,2023-05-09 04:00:00,39.72,128.0,141.0,25.0,138.0,3137.0,449.0
38141,2023-05-09 05:00:00,35.26,131.0,142.0,26.0,400.0,3475.0,439.0
38142,2023-05-09 06:00:00,35.07,145.0,144.0,28.0,840.0,3406.0,423.0
38143,2023-05-09 07:00:00,32.81,143.0,143.0,33.0,1347.0,3240.0,428.0
38144,2023-05-09 08:00:00,25.07,120.0,128.0,31.0,1674.0,3625.0,452.0
38145,2023-05-09 09:00:00,19.63,100.0,114.0,22.0,1863.0,3944.0,434.0
38146,2023-05-09 10:00:00,17.94,95.0,111.0,19.0,1951.0,4138.0,431.0
38147,2023-05-09 11:00:00,16.83,90.0,99.0,18.0,1871.0,4172.0,426.0
38148,2023-05-09 12:00:00,19.06,101.0,99.0,20.0,1670.0,4054.0,432.0
38149,2023-05-09 13:00:00,20.61,108.0,104.0,21.0,1515.0,4067.0,449.0
38150,2023-05-09 14:00:00,23.96,112.0,130.0,22.0,1314.0,3851.0,503.0
38151,2023-05-09 15:00:00,37.47,132.0,186.0,26.0,814.0,3183.0,455.0
38152,2023-05-09 16:00:00,40.11,135.0,180.0,27.0,300.0,3250.0,600.0
38153,2023-05-09 17:00:00,45.04,141.0,193.0,28.0,126.0,3101.0,628.0
38154,2023-05-09 18:00:00,47.8,140.0,200.0,28.0,31.0,3004.0,609.0
38155,2023-05-09 19:00:00,50.68,145.0,198.0,29.0,1.0,2995.0,484.0
38156,2023-05-09 20:00:00,42.18,121.0,181.0,24.0,0.0,3342.0,331.0
38157,2023-05-09 21:00:00,30.36,101.0,115.0,20.0,0.0,3573.0,388.0
38158,2023-05-09 22:00:00,29.46,98.0,99.0,19.0,4.0,3539.0,274.0
38159,2023-05-09 23:00:00,28.84,97.0,95.0,19.0,5.0,3559.0,268.0
