,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,solar,wind,other
0,2023-09-08 00:00:00,2023-09-09 16:53:36,3.0,422.66,3411.0,1950.0,154.0,1408.0,951.0,93.0
1,2023-09-08 01:00:00,2023-09-09 16:53:36,3.0,479.51,3643.0,1950.0,156.0,918.0,630.0,92.0
2,2023-09-08 02:00:00,2023-09-09 16:53:36,3.0,556.94,3774.0,1946.0,153.0,132.0,441.0,97.0
3,2023-09-08 03:00:00,2023-09-09 16:53:36,3.0,572.09,3698.0,1931.0,154.0,0.0,379.0,99.0
4,2023-09-08 04:00:00,2023-09-09 16:53:36,3.0,564.38,3766.0,1923.0,154.0,0.0,491.0,102.0
5,2023-09-08 05:00:00,2023-09-09 16:53:36,3.0,563.97,3832.0,1919.0,153.0,0.0,521.0,103.0
6,2023-09-08 06:00:00,2023-09-09 16:53:36,3.0,574.88,3879.0,1858.0,153.0,0.0,434.0,104.0
7,2023-09-08 07:00:00,2023-09-09 16:53:36,3.0,564.42,3505.0,1662.0,153.0,0.0,491.0,107.0
8,2023-09-08 08:00:00,2023-09-09 16:53:36,3.0,534.8,3175.0,1677.0,156.0,0.0,672.0,104.0
9,2023-09-08 09:00:00,2023-09-09 16:53:36,3.0,524.82,2866.0,1608.0,154.0,0.0,666.0,105.0
10,2023-09-08 10:00:00,2023-09-09 16:53:36,3.0,525.27,3001.0,1618.0,153.0,0.0,720.0,108.0
11,2023-09-08 11:00:00,2023-09-09 16:53:36,3.0,518.48,2938.0,1635.0,154.0,0.0,758.0,107.0
12,2023-09-08 12:00:00,2023-09-09 16:53:36,3.0,537.97,3279.0,1642.0,154.0,0.0,694.0,107.0
13,2023-09-08 13:00:00,2023-09-09 16:53:36,3.0,562.6,3535.0,1641.0,156.0,0.0,525.0,109.0
14,2023-09-08 14:00:00,2023-09-09 16:53:36,3.0,542.72,3418.0,1640.0,154.0,186.0,513.0,110.0
15,2023-09-08 15:00:00,2023-09-09 16:53:36,3.0,473.66,3384.0,1610.0,154.0,1077.0,485.0,106.0
16,2023-09-08 16:00:00,2023-09-09 16:53:36,3.0,468.45,3633.0,1513.0,151.0,1518.0,297.0,101.0
17,2023-09-08 17:00:00,2023-09-09 16:53:36,3.0,472.32,3694.0,1499.0,156.0,1558.0,233.0,100.0
18,2023-09-08 18:00:00,2023-09-09 16:53:36,3.0,472.03,3652.0,1495.0,154.0,1570.0,202.0,97.0
19,2023-09-08 19:00:00,2023-09-09 16:53:36,3.0,466.84,3627.0,1546.0,155.0,1570.0,254.0,95.0
20,2023-09-08 20:00:00,2023-09-09 16:53:36,3.0,454.43,3694.0,1615.0,153.0,1551.0,504.0,91.0
21,2023-09-08 21:00:00,2023-09-09 16:53:36,3.0,447.11,3983.0,1675.0,154.0,1569.0,802.0,93.0
22,2023-09-08 22:00:00,2023-09-09 16:53:36,3.0,441.14,4132.0,1684.0,153.0,1600.0,990.0,92.0
23,2023-09-08 23:00:00,2023-09-09 16:53:36,3.0,438.11,4185.0,1676.0,153.0,1544.0,1146.0,92.0
