,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,solar,wind,other
0,2023-08-28 00:00:00,2023-08-30 02:35:36,3.0,547.92,4249.0,1795.0,184.0,1221.0,670.0,119.0
1,2023-08-28 01:00:00,2023-08-30 02:35:36,3.0,586.56,4550.0,1771.0,180.0,863.0,584.0,120.0
2,2023-08-28 02:00:00,2023-08-30 02:35:36,3.0,653.02,4997.0,2041.0,183.0,245.0,379.0,122.0
3,2023-08-28 03:00:00,2023-08-30 02:35:36,3.0,688.51,4974.0,1914.0,175.0,0.0,235.0,125.0
4,2023-08-28 04:00:00,2023-08-30 02:35:36,3.0,693.99,4909.0,1946.0,177.0,0.0,152.0,127.0
5,2023-08-28 05:00:00,2023-08-30 02:35:36,3.0,691.93,4640.0,1944.0,173.0,0.0,128.0,127.0
6,2023-08-28 06:00:00,2023-08-30 02:35:36,3.0,695.28,4652.0,1894.0,177.0,0.0,107.0,131.0
7,2023-08-28 07:00:00,2023-08-30 02:35:36,3.0,704.77,4609.0,1663.0,172.0,0.0,81.0,131.0
8,2023-08-28 08:00:00,2023-08-30 02:35:36,3.0,705.25,4449.0,1647.0,174.0,0.0,53.0,130.0
9,2023-08-28 09:00:00,2023-08-30 02:35:36,3.0,704.35,4269.0,1609.0,171.0,0.0,46.0,133.0
10,2023-08-28 10:00:00,2023-08-30 02:35:36,3.0,701.18,4125.0,1628.0,171.0,0.0,44.0,135.0
11,2023-08-28 11:00:00,2023-08-30 02:35:36,3.0,701.42,4003.0,1605.0,173.0,0.0,26.0,135.0
12,2023-08-28 12:00:00,2023-08-30 02:35:36,3.0,701.77,4058.0,1629.0,172.0,0.0,26.0,135.0
13,2023-08-28 13:00:00,2023-08-30 02:35:36,3.0,700.84,4041.0,1630.0,173.0,1.0,29.0,136.0
14,2023-08-28 14:00:00,2023-08-30 02:35:36,3.0,671.08,3953.0,1585.0,171.0,265.0,44.0,136.0
15,2023-08-28 15:00:00,2023-08-30 02:35:36,3.0,592.51,3791.0,1508.0,172.0,1103.0,35.0,132.0
16,2023-08-28 16:00:00,2023-08-30 02:35:36,3.0,545.27,3357.0,1558.0,176.0,1455.0,68.0,128.0
17,2023-08-28 17:00:00,2023-08-30 02:35:36,3.0,560.14,3886.0,1648.0,175.0,1513.0,70.0,125.0
18,2023-08-28 18:00:00,2023-08-30 02:35:36,3.0,569.22,4184.0,1678.0,173.0,1511.0,82.0,121.0
19,2023-08-28 19:00:00,2023-08-30 02:35:36,3.0,567.19,4306.0,1650.0,174.0,1505.0,174.0,120.0
20,2023-08-28 20:00:00,2023-08-30 02:35:36,3.0,548.58,4357.0,1644.0,174.0,1488.0,490.0,117.0
21,2023-08-28 21:00:00,2023-08-30 02:35:36,3.0,544.7,4366.0,1667.0,172.0,1467.0,574.0,117.0
22,2023-08-28 22:00:00,2023-08-30 02:35:36,3.0,571.65,4575.0,1683.0,174.0,1471.0,256.0,115.0
23,2023-08-28 23:00:00,2023-08-30 02:35:36,3.0,586.98,4664.0,1736.0,172.0,1436.0,98.0,116.0
