UTC time,creation_time (UTC),version,coal,nat_gas,nuclear,oil,hydro,solar,wind,other
2023-09-08 00:00:00,2023-09-09 16:53:36,3.0,0.0,11720.0,2210.0,88.0,2701.0,12856.0,1302.0,287.0
2023-09-08 01:00:00,2023-09-09 16:53:36,3.0,0.0,14518.0,2210.0,87.0,3710.0,9278.0,1370.0,1306.0
2023-09-08 02:00:00,2023-09-09 16:53:36,3.0,0.0,16952.0,2212.0,87.0,5036.0,2572.0,1257.0,3491.0
2023-09-08 03:00:00,2023-09-09 16:53:36,3.0,0.0,17383.0,2214.0,87.0,5287.0,81.0,1274.0,2642.0
2023-09-08 04:00:00,2023-09-09 16:53:36,3.0,0.0,15961.0,2214.0,87.0,5262.0,0.0,1334.0,1838.0
2023-09-08 05:00:00,2023-09-09 16:53:36,3.0,0.0,14506.0,2214.0,88.0,4617.0,0.0,1377.0,1372.0
2023-09-08 06:00:00,2023-09-09 16:53:36,3.0,0.0,13368.0,2216.0,88.0,4252.0,0.0,1317.0,494.0
2023-09-08 07:00:00,2023-09-09 16:53:36,3.0,0.0,12400.0,2216.0,88.0,3510.0,0.0,1201.0,0.0
2023-09-08 08:00:00,2023-09-09 16:53:36,3.0,0.0,11369.0,2215.0,89.0,3366.0,0.0,1179.0,0.0
2023-09-08 09:00:00,2023-09-09 16:53:36,3.0,0.0,10761.0,2216.0,88.0,3329.0,0.0,1118.0,0.0
2023-09-08 10:00:00,2023-09-09 16:53:36,3.0,0.0,10551.0,2217.0,88.0,3311.0,0.0,918.0,0.0
2023-09-08 11:00:00,2023-09-09 16:53:36,3.0,0.0,10707.0,2217.0,88.0,3332.0,0.0,842.0,0.0
2023-09-08 12:00:00,2023-09-09 16:53:36,3.0,0.0,10811.0,2217.0,88.0,3331.0,0.0,858.0,0.0
2023-09-08 13:00:00,2023-09-09 16:53:36,3.0,0.0,11071.0,2215.0,88.0,2799.0,0.0,679.0,0.0
2023-09-08 14:00:00,2023-09-09 16:53:36,3.0,0.0,11893.0,2212.0,88.0,2918.0,177.0,602.0,1421.0
2023-09-08 15:00:00,2023-09-09 16:53:36,3.0,0.0,11339.0,2209.0,88.0,2397.0,3823.0,549.0,294.0
2023-09-08 16:00:00,2023-09-09 16:53:36,3.0,0.0,11186.0,2209.0,88.0,2128.0,9567.0,418.0,0.0
2023-09-08 17:00:00,2023-09-09 16:53:36,3.0,0.0,10995.0,2209.0,88.0,1977.0,12476.0,337.0,0.0
2023-09-08 18:00:00,2023-09-09 16:53:36,3.0,0.0,11129.0,2207.0,87.0,1967.0,13685.0,379.0,0.0
2023-09-08 19:00:00,2023-09-09 16:53:36,3.0,0.0,10600.0,2204.0,87.0,1820.0,14049.0,439.0,0.0
2023-09-08 20:00:00,2023-09-09 16:53:36,3.0,0.0,9925.0,2201.0,86.0,2057.0,14115.0,490.0,0.0
2023-09-08 21:00:00,2023-09-09 16:53:36,3.0,0.0,10467.0,2202.0,87.0,2316.0,13963.0,551.0,70.0
2023-09-08 22:00:00,2023-09-09 16:53:36,3.0,0.0,11741.0,2204.0,87.0,2546.0,13594.0,582.0,525.0
2023-09-08 23:00:00,2023-09-09 16:53:36,3.0,0.0,13856.0,2205.0,87.0,2818.0,13113.0,656.0,600.0
