,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,other
0,2023-08-24 00:00:00,2023-08-25 21:23:44,3.0,248.09,3.0,13737.0,2212.0,46.0,3470.0,11734.0,369.0,945.0
1,2023-08-24 01:00:00,2023-08-25 21:23:44,3.0,273.71,3.0,17172.0,2210.0,46.0,4295.0,9668.0,385.0,540.0
2,2023-08-24 02:00:00,2023-08-25 21:23:44,3.0,344.13,3.0,18950.0,2209.0,46.0,5231.0,4351.0,790.0,3353.0
3,2023-08-24 03:00:00,2023-08-25 21:23:44,3.0,381.54,2.0,19431.0,2208.0,46.0,5819.0,433.0,917.0,3960.0
4,2023-08-24 04:00:00,2023-08-25 21:23:44,3.0,374.1,3.0,18671.0,2210.0,46.0,5774.0,0.0,947.0,3030.0
5,2023-08-24 05:00:00,2023-08-25 21:23:44,3.0,365.56,3.0,18112.0,2214.0,46.0,5365.0,0.0,814.0,1900.0
6,2023-08-24 06:00:00,2023-08-25 21:23:44,3.0,354.69,3.0,17022.0,2217.0,46.0,4887.0,0.0,744.0,907.0
7,2023-08-24 07:00:00,2023-08-25 21:23:44,3.0,342.38,3.0,15703.0,2216.0,46.0,4198.0,0.0,822.0,21.0
8,2023-08-24 08:00:00,2023-08-25 21:23:44,3.0,341.25,3.0,14760.0,2214.0,45.0,3908.0,0.0,733.0,0.0
9,2023-08-24 09:00:00,2023-08-25 21:23:44,3.0,333.87,1.0,13562.0,2214.0,46.0,3886.0,0.0,668.0,0.0
10,2023-08-24 10:00:00,2023-08-25 21:23:44,3.0,332.48,0.0,12714.0,2213.0,46.0,3640.0,0.0,576.0,0.0
11,2023-08-24 11:00:00,2023-08-25 21:23:44,3.0,328.88,0.0,12242.0,2213.0,46.0,3640.0,0.0,554.0,0.0
12,2023-08-24 12:00:00,2023-08-25 21:23:44,3.0,332.58,0.0,12341.0,2212.0,45.0,3628.0,0.0,399.0,0.0
13,2023-08-24 13:00:00,2023-08-25 21:23:44,3.0,345.21,0.0,12483.0,2215.0,46.0,3022.0,0.0,337.0,0.0
14,2023-08-24 14:00:00,2023-08-25 21:23:44,3.0,345.06,0.0,12868.0,2215.0,45.0,2963.0,501.0,359.0,227.0
15,2023-08-24 15:00:00,2023-08-25 21:23:44,3.0,289.7,0.0,12997.0,2208.0,46.0,2681.0,4857.0,380.0,0.0
16,2023-08-24 16:00:00,2023-08-25 21:23:44,3.0,237.4,0.0,11387.0,2207.0,46.0,2444.0,9318.0,369.0,0.0
17,2023-08-24 17:00:00,2023-08-25 21:23:44,3.0,226.25,0.0,11731.0,2211.0,45.0,2259.0,11622.0,353.0,0.0
18,2023-08-24 18:00:00,2023-08-25 21:23:44,3.0,222.9,0.0,12239.0,2211.0,45.0,2066.0,13182.0,311.0,0.0
19,2023-08-24 19:00:00,2023-08-25 21:23:44,3.0,220.05,0.0,12078.0,2208.0,45.0,1891.0,13632.0,304.0,0.0
20,2023-08-24 20:00:00,2023-08-25 21:23:44,3.0,212.58,0.0,11713.0,2209.0,45.0,2178.0,13943.0,390.0,0.0
21,2023-08-24 21:00:00,2023-08-25 21:23:44,3.0,208.41,0.0,11466.0,2204.0,45.0,2534.0,13850.0,432.0,0.0
22,2023-08-24 22:00:00,2023-08-25 21:23:44,3.0,208.56,0.0,11559.0,2203.0,46.0,2853.0,13253.0,740.0,0.0
23,2023-08-24 23:00:00,2023-08-25 21:23:44,3.0,225.09,0.0,12873.0,2205.0,46.0,3319.0,12874.0,1010.0,510.0
