UTC time,coal,nat_gas,nuclear,oil,hydro,solar,wind,other
2023-06-24 00:00:00,4.0,5925.0,2265.0,73.0,2143.0,12737.0,2359.0,36.0
2023-06-24 01:00:00,4.0,6002.0,2266.0,86.0,2609.0,11212.0,2620.0,3.0
2023-06-24 02:00:00,3.0,6007.0,2264.0,85.0,3745.0,7188.0,3072.0,480.0
2023-06-24 03:00:00,2.0,6942.0,2264.0,78.0,5222.0,1626.0,3666.0,2187.0
2023-06-24 04:00:00,2.0,7119.0,2263.0,44.0,5428.0,35.0,3837.0,2141.0
2023-06-24 05:00:00,4.0,7006.0,2264.0,40.0,5298.0,0.0,3882.0,1649.0
2023-06-24 06:00:00,5.0,6315.0,2264.0,40.0,5252.0,2.0,3719.0,841.0
2023-06-24 07:00:00,4.0,5797.0,2265.0,40.0,4799.0,2.0,3552.0,203.0
2023-06-24 08:00:00,5.0,5636.0,2265.0,40.0,4561.0,2.0,3357.0,0.0
2023-06-24 09:00:00,5.0,5056.0,2266.0,40.0,4314.0,2.0,3278.0,0.0
2023-06-24 10:00:00,4.0,5119.0,2266.0,41.0,4191.0,3.0,2706.0,0.0
2023-06-24 11:00:00,4.0,5182.0,2266.0,40.0,4243.0,3.0,2662.0,0.0
2023-06-24 12:00:00,5.0,5294.0,2265.0,40.0,3931.0,2.0,2378.0,56.0
2023-06-24 13:00:00,4.0,5332.0,2265.0,40.0,3709.0,78.0,2001.0,323.0
2023-06-24 14:00:00,3.0,5134.0,2265.0,40.0,3173.0,2486.0,1743.0,85.0
2023-06-24 15:00:00,3.0,4041.0,2265.0,40.0,2674.0,7339.0,1585.0,0.0
2023-06-24 16:00:00,3.0,4762.0,2263.0,40.0,1845.0,9936.0,1361.0,0.0
2023-06-24 17:00:00,2.0,4648.0,2262.0,40.0,1950.0,11255.0,1200.0,0.0
2023-06-24 18:00:00,2.0,5097.0,2262.0,40.0,1715.0,12124.0,1249.0,0.0
2023-06-24 19:00:00,2.0,5178.0,2262.0,40.0,1558.0,12750.0,1165.0,0.0
2023-06-24 20:00:00,3.0,4958.0,2262.0,39.0,1393.0,12974.0,1047.0,0.0
2023-06-24 21:00:00,3.0,4786.0,2265.0,40.0,1393.0,13202.0,1221.0,0.0
2023-06-24 22:00:00,3.0,4474.0,2266.0,39.0,1082.0,13197.0,1527.0,0.0
2023-06-24 23:00:00,3.0,4066.0,2266.0,39.0,1620.0,13100.0,1745.0,252.0
