Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,wind
42096,2023-10-21 00:00:00,2024-07-17 00:00:00,3.1,689.83,1633.0,989.0,22.0
42097,2023-10-21 01:00:00,2024-07-17 00:00:00,3.1,677.63,1629.0,934.0,85.0
42098,2023-10-21 02:00:00,2024-07-17 00:00:00,3.1,646.78,1632.0,765.0,256.0
42099,2023-10-21 03:00:00,2024-07-17 00:00:00,3.1,646.93,1632.0,572.0,303.0
42100,2023-10-21 04:00:00,2024-07-17 00:00:00,3.1,661.33,1629.0,442.0,281.0
42101,2023-10-21 05:00:00,2024-07-17 00:00:00,3.1,664.56,1620.0,383.0,283.0
42102,2023-10-21 06:00:00,2024-07-17 00:00:00,3.1,633.21,1424.0,215.0,378.0
42103,2023-10-21 07:00:00,2024-07-17 00:00:00,3.1,546.93,1119.0,218.0,547.0
42104,2023-10-21 08:00:00,2024-07-17 00:00:00,3.1,516.13,997.0,208.0,589.0
42105,2023-10-21 09:00:00,2024-07-17 00:00:00,3.1,536.02,1032.0,219.0,539.0
42106,2023-10-21 10:00:00,2024-07-17 00:00:00,3.1,564.27,1085.0,175.0,478.0
42107,2023-10-21 11:00:00,2024-07-17 00:00:00,3.1,558.92,1067.0,194.0,484.0
42108,2023-10-21 12:00:00,2024-07-17 00:00:00,3.1,598.13,1235.0,221.0,426.0
42109,2023-10-21 13:00:00,2024-07-17 00:00:00,3.1,642.04,1494.0,213.0,370.0
42110,2023-10-21 14:00:00,2024-07-17 00:00:00,3.1,649.51,1615.0,213.0,378.0
42111,2023-10-21 15:00:00,2024-07-17 00:00:00,3.1,684.74,1638.0,214.0,267.0
42112,2023-10-21 16:00:00,2024-07-17 00:00:00,3.1,710.02,1640.0,213.0,191.0
42113,2023-10-21 17:00:00,2024-07-17 00:00:00,3.1,678.44,1593.0,166.0,291.0
42114,2023-10-21 18:00:00,2024-07-17 00:00:00,3.1,661.07,1592.0,187.0,340.0
42115,2023-10-21 19:00:00,2024-07-17 00:00:00,3.1,656.75,1593.0,208.0,349.0
42116,2023-10-21 20:00:00,2024-07-17 00:00:00,3.1,640.87,1576.0,172.0,407.0
42117,2023-10-21 21:00:00,2024-07-17 00:00:00,3.1,644.72,1570.0,214.0,382.0
42118,2023-10-21 22:00:00,2024-07-17 00:00:00,3.1,641.03,1536.0,310.0,362.0
42119,2023-10-21 23:00:00,2024-07-17 00:00:00,3.1,658.02,1498.0,416.0,267.0
