Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,wind
40728,2023-08-25 00:00:00,2024-07-17 00:00:00,3.1,521.24,1172.0,1571.0,81.0
40729,2023-08-25 01:00:00,2024-07-17 00:00:00,3.1,515.06,1129.0,1349.0,157.0
40730,2023-08-25 02:00:00,2024-07-17 00:00:00,3.1,494.43,1060.0,1269.0,250.0
40731,2023-08-25 03:00:00,2024-07-17 00:00:00,3.1,484.82,991.0,1218.0,274.0
40732,2023-08-25 04:00:00,2024-07-17 00:00:00,3.1,460.04,933.0,1223.0,369.0
40733,2023-08-25 05:00:00,2024-07-17 00:00:00,3.1,433.63,933.0,1276.0,515.0
40734,2023-08-25 06:00:00,2024-07-17 00:00:00,3.1,432.14,947.0,1304.0,531.0
40735,2023-08-25 07:00:00,2024-07-17 00:00:00,3.1,441.54,928.0,1230.0,470.0
40736,2023-08-25 08:00:00,2024-07-17 00:00:00,3.1,463.39,942.0,1151.0,371.0
40737,2023-08-25 09:00:00,2024-07-17 00:00:00,3.1,473.02,945.0,1099.0,334.0
40738,2023-08-25 10:00:00,2024-07-17 00:00:00,3.1,463.98,938.0,1044.0,387.0
40739,2023-08-25 11:00:00,2024-07-17 00:00:00,3.1,485.2,955.0,1284.0,236.0
40740,2023-08-25 12:00:00,2024-07-17 00:00:00,3.1,496.52,1068.0,1294.0,237.0
40741,2023-08-25 13:00:00,2024-07-17 00:00:00,3.1,500.42,1046.0,1115.0,252.0
40742,2023-08-25 14:00:00,2024-07-17 00:00:00,3.1,489.1,983.0,1201.0,252.0
40743,2023-08-25 15:00:00,2024-07-17 00:00:00,3.1,518.76,1084.0,1315.0,127.0
40744,2023-08-25 16:00:00,2024-07-17 00:00:00,3.1,545.17,1176.0,1296.0,47.0
40745,2023-08-25 17:00:00,2024-07-17 00:00:00,3.1,538.3,1178.0,1427.0,39.0
40746,2023-08-25 18:00:00,2024-07-17 00:00:00,3.1,537.42,1171.0,1438.0,37.0
40747,2023-08-25 19:00:00,2024-07-17 00:00:00,3.1,528.87,1143.0,1583.0,24.0
40748,2023-08-25 20:00:00,2024-07-17 00:00:00,3.1,534.84,1164.0,1551.0,12.0
40749,2023-08-25 21:00:00,2024-07-17 00:00:00,3.1,529.04,1154.0,1626.0,15.0
40750,2023-08-25 22:00:00,2024-07-17 00:00:00,3.1,521.27,1158.0,1762.0,19.0
40751,2023-08-25 23:00:00,2024-07-17 00:00:00,3.1,520.65,1164.0,1763.0,25.0
