Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,biomass
37152,2023-03-29 00:00:00,358.42,1781.0,349.0,2169.0,126.0,0.0,204.0,28.0
37153,2023-03-29 01:00:00,362.65,1813.0,352.0,2168.0,125.0,0.0,193.0,27.0
37154,2023-03-29 02:00:00,362.74,1856.0,351.0,2169.0,143.0,0.0,229.0,27.0
37155,2023-03-29 03:00:00,361.72,1882.0,352.0,2169.0,198.0,0.0,224.0,28.0
37156,2023-03-29 04:00:00,364.2,2034.0,353.0,2169.0,313.0,35.0,244.0,28.0
37157,2023-03-29 05:00:00,347.96,2033.0,348.0,2170.0,395.0,288.0,183.0,27.0
37158,2023-03-29 06:00:00,317.25,2027.0,348.0,2170.0,652.0,681.0,123.0,29.0
37159,2023-03-29 07:00:00,320.37,1983.0,336.0,2169.0,302.0,956.0,76.0,29.0
37160,2023-03-29 08:00:00,315.25,1883.0,333.0,2169.0,119.0,1075.0,77.0,27.0
37161,2023-03-29 09:00:00,313.03,1918.0,334.0,2170.0,121.0,1119.0,136.0,27.0
37162,2023-03-29 10:00:00,296.31,1763.0,331.0,2170.0,124.0,1134.0,174.0,31.0
37163,2023-03-29 11:00:00,277.17,1589.0,332.0,2169.0,125.0,1155.0,214.0,28.0
37164,2023-03-29 12:00:00,276.47,1544.0,333.0,2169.0,132.0,1140.0,144.0,27.0
37165,2023-03-29 13:00:00,284.11,1522.0,333.0,2168.0,129.0,956.0,112.0,28.0
37166,2023-03-29 14:00:00,295.05,1514.0,335.0,2168.0,139.0,641.0,164.0,29.0
37167,2023-03-29 15:00:00,313.97,1692.0,341.0,2168.0,586.0,252.0,71.0,28.0
37168,2023-03-29 16:00:00,311.71,1801.0,345.0,2168.0,1030.0,18.0,79.0,28.0
37169,2023-03-29 17:00:00,315.13,2032.0,347.0,2169.0,1395.0,0.0,67.0,30.0
37170,2023-03-29 18:00:00,338.34,2035.0,346.0,2171.0,965.0,0.0,54.0,29.0
37171,2023-03-29 19:00:00,374.55,2018.0,347.0,2169.0,355.0,0.0,66.0,29.0
37172,2023-03-29 20:00:00,386.88,2016.0,348.0,2170.0,211.0,0.0,38.0,30.0
37173,2023-03-29 21:00:00,388.57,1954.0,348.0,2170.0,122.0,0.0,32.0,29.0
37174,2023-03-29 22:00:00,380.85,1878.0,350.0,2170.0,114.0,0.0,48.0,27.0
37175,2023-03-29 23:00:00,366.1,1746.0,349.0,2169.0,112.0,0.0,72.0,28.0
