Unnamed: 0,creation_time (UTC),version,UTC time,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind,biomass,geothermal,unknown
40344,2024-07-17 00:00:00,3.1,2023-08-09 00:00:00,32.46,0.0,0.0,0.0,22664.0,0.0,1024.0,784.0,0.0,88.0
40345,2024-07-17 00:00:00,3.1,2023-08-09 01:00:00,32.55,0.0,0.0,0.0,22531.0,0.0,968.0,784.0,0.0,88.0
40346,2024-07-17 00:00:00,3.1,2023-08-09 02:00:00,32.79,0.0,0.0,0.0,22419.0,0.0,744.0,784.0,0.0,88.0
40347,2024-07-17 00:00:00,3.1,2023-08-09 03:00:00,32.79,0.0,0.0,0.0,23144.0,20.0,468.0,784.0,0.0,88.0
40348,2024-07-17 00:00:00,3.1,2023-08-09 04:00:00,32.77,0.0,0.0,0.0,23612.0,252.0,424.0,784.0,0.0,88.0
40349,2024-07-17 00:00:00,3.1,2023-08-09 05:00:00,32.72,0.0,0.0,0.0,23794.0,596.0,608.0,784.0,0.0,88.0
40350,2024-07-17 00:00:00,3.1,2023-08-09 06:00:00,32.8,0.0,0.0,0.0,23932.0,1352.0,880.0,784.0,0.0,88.0
40351,2024-07-17 00:00:00,3.1,2023-08-09 07:00:00,33.1,0.0,0.0,0.0,24074.0,2332.0,988.0,784.0,0.0,88.0
40352,2024-07-17 00:00:00,3.1,2023-08-09 08:00:00,33.85,0.0,0.0,0.0,23835.0,3336.0,644.0,784.0,0.0,88.0
40353,2024-07-17 00:00:00,3.1,2023-08-09 09:00:00,33.53,0.0,0.0,0.0,24083.0,3916.0,1240.0,784.0,0.0,88.0
40354,2024-07-17 00:00:00,3.1,2023-08-09 10:00:00,33.41,0.0,0.0,0.0,23769.0,4136.0,1800.0,800.0,0.0,88.0
40355,2024-07-17 00:00:00,3.1,2023-08-09 11:00:00,33.49,0.0,0.0,0.0,22189.0,4164.0,2364.0,800.0,0.0,88.0
40356,2024-07-17 00:00:00,3.1,2023-08-09 12:00:00,33.81,0.0,0.0,0.0,22636.0,4084.0,1688.0,796.0,0.0,88.0
40357,2024-07-17 00:00:00,3.1,2023-08-09 13:00:00,33.43,0.0,0.0,0.0,23070.0,3680.0,1684.0,784.0,0.0,88.0
40358,2024-07-17 00:00:00,3.1,2023-08-09 14:00:00,32.81,0.0,0.0,0.0,22898.0,3056.0,2244.0,784.0,0.0,88.0
40359,2024-07-17 00:00:00,3.1,2023-08-09 15:00:00,32.69,0.0,0.0,0.0,23545.0,2072.0,1588.0,784.0,0.0,88.0
40360,2024-07-17 00:00:00,3.1,2023-08-09 16:00:00,32.43,0.0,0.0,0.0,24961.0,968.0,716.0,784.0,0.0,88.0
40361,2024-07-17 00:00:00,3.1,2023-08-09 17:00:00,32.23,0.0,0.0,0.0,25805.0,376.0,296.0,784.0,0.0,88.0
40362,2024-07-17 00:00:00,3.1,2023-08-09 18:00:00,31.82,0.0,0.0,0.0,25870.0,80.0,588.0,780.0,0.0,88.0
40363,2024-07-17 00:00:00,3.1,2023-08-09 19:00:00,31.32,0.0,0.0,0.0,25726.0,0.0,1140.0,768.0,0.0,88.0
40364,2024-07-17 00:00:00,3.1,2023-08-09 20:00:00,31.27,0.0,0.0,0.0,25510.0,0.0,1444.0,784.0,0.0,88.0
40365,2024-07-17 00:00:00,3.1,2023-08-09 21:00:00,31.16,0.0,0.0,0.0,25380.0,0.0,1644.0,784.0,0.0,88.0
40366,2024-07-17 00:00:00,3.1,2023-08-09 22:00:00,31.12,0.0,0.0,0.0,24791.0,0.0,1900.0,784.0,0.0,88.0
40367,2024-07-17 00:00:00,3.1,2023-08-09 23:00:00,31.27,0.0,0.0,0.0,24401.0,0.0,1836.0,784.0,0.0,88.0
