Unnamed: 0,creation_time (UTC),version,UTC time,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind,biomass,geothermal,unknown
41856,2024-07-17 00:00:00,3.1,2023-10-11 00:00:00,102.04,0.0,1345.0,0.0,8033.0,0.0,992.0,1116.0,0.0,88.0
41857,2024-07-17 00:00:00,3.1,2023-10-11 01:00:00,103.19,0.0,1465.0,0.0,7837.0,0.0,1520.0,1116.0,0.0,88.0
41858,2024-07-17 00:00:00,3.1,2023-10-11 02:00:00,118.33,0.0,2018.0,0.0,8213.0,0.0,1412.0,1120.0,0.0,88.0
41859,2024-07-17 00:00:00,3.1,2023-10-11 03:00:00,143.31,0.0,3101.0,0.0,8382.0,0.0,1668.0,1116.0,0.0,88.0
41860,2024-07-17 00:00:00,3.1,2023-10-11 04:00:00,161.22,0.0,4867.0,0.0,10787.0,0.0,1620.0,1104.0,0.0,88.0
41861,2024-07-17 00:00:00,3.1,2023-10-11 05:00:00,161.23,0.0,5449.0,0.0,12449.0,168.0,1244.0,1104.0,0.0,88.0
41862,2024-07-17 00:00:00,3.1,2023-10-11 06:00:00,180.37,0.0,6401.0,0.0,11777.0,676.0,880.0,1096.0,0.0,88.0
41863,2024-07-17 00:00:00,3.1,2023-10-11 07:00:00,192.92,0.0,6893.0,0.0,10267.0,1720.0,792.0,1088.0,0.0,88.0
41864,2024-07-17 00:00:00,3.1,2023-10-11 08:00:00,187.7,0.0,6799.0,0.0,9828.0,2980.0,640.0,1104.0,0.0,88.0
41865,2024-07-17 00:00:00,3.1,2023-10-11 09:00:00,187.23,0.0,6885.0,0.0,9253.0,4036.0,532.0,1132.0,0.0,88.0
41866,2024-07-17 00:00:00,3.1,2023-10-11 10:00:00,164.93,0.0,5785.0,0.0,9409.0,4692.0,740.0,1152.0,0.0,88.0
41867,2024-07-17 00:00:00,3.1,2023-10-11 11:00:00,158.24,0.0,5494.0,0.0,9315.0,4808.0,1080.0,1164.0,0.0,88.0
41868,2024-07-17 00:00:00,3.1,2023-10-11 12:00:00,150.38,0.0,4872.0,0.0,8786.0,4300.0,1664.0,1160.0,0.0,88.0
41869,2024-07-17 00:00:00,3.1,2023-10-11 13:00:00,145.96,0.0,4513.0,0.0,8903.0,3324.0,2048.0,1148.0,0.0,88.0
41870,2024-07-17 00:00:00,3.1,2023-10-11 14:00:00,136.63,0.0,4123.0,0.0,9994.0,2040.0,2376.0,1120.0,0.0,88.0
41871,2024-07-17 00:00:00,3.1,2023-10-11 15:00:00,125.5,0.0,3756.0,0.0,10627.0,792.0,3400.0,1072.0,0.0,88.0
41872,2024-07-17 00:00:00,3.1,2023-10-11 16:00:00,109.27,0.0,3662.0,0.0,12275.0,72.0,5272.0,1020.0,0.0,88.0
41873,2024-07-17 00:00:00,3.1,2023-10-11 17:00:00,100.77,0.0,3615.0,0.0,12405.0,0.0,7080.0,992.0,0.0,88.0
41874,2024-07-17 00:00:00,3.1,2023-10-11 18:00:00,110.35,0.0,3635.0,0.0,10119.0,0.0,6812.0,992.0,0.0,88.0
41875,2024-07-17 00:00:00,3.1,2023-10-11 19:00:00,121.22,0.0,3682.0,0.0,9365.0,0.0,5488.0,980.0,0.0,88.0
41876,2024-07-17 00:00:00,3.1,2023-10-11 20:00:00,120.09,0.0,3146.0,0.0,8958.0,0.0,4244.0,992.0,0.0,88.0
41877,2024-07-17 00:00:00,3.1,2023-10-11 21:00:00,120.44,0.0,2844.0,0.0,8628.0,0.0,3448.0,980.0,0.0,88.0
41878,2024-07-17 00:00:00,3.1,2023-10-11 22:00:00,95.81,0.0,1442.0,0.0,8019.0,0.0,2236.0,1072.0,0.0,88.0
41879,2024-07-17 00:00:00,3.1,2023-10-11 23:00:00,79.2,0.0,749.0,0.0,8045.0,0.0,1172.0,1072.0,0.0,88.0
