Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind,biomass,geothermal,unknown
42144,2023-10-23 00:00:00,2024-07-17 00:00:00,3.1,39.72,0.0,986.0,0.0,8253.0,0.0,88.0,1044.0,0.0,88.0
42145,2023-10-23 01:00:00,2024-07-17 00:00:00,3.1,58.01,0.0,1584.0,0.0,8236.0,0.0,24.0,1044.0,0.0,88.0
42146,2023-10-23 02:00:00,2024-07-17 00:00:00,3.1,82.93,0.0,2545.0,0.0,8292.0,0.0,16.0,1024.0,0.0,88.0
42147,2023-10-23 03:00:00,2024-07-17 00:00:00,3.1,115.7,0.0,4134.0,0.0,8396.0,0.0,16.0,1024.0,0.0,88.0
42148,2023-10-23 04:00:00,2024-07-17 00:00:00,3.1,137.66,0.0,6372.0,0.0,9958.0,0.0,52.0,1024.0,0.0,88.0
42149,2023-10-23 05:00:00,2024-07-17 00:00:00,3.1,124.89,0.0,7185.0,0.0,13190.0,88.0,116.0,1024.0,0.0,88.0
42150,2023-10-23 06:00:00,2024-07-17 00:00:00,3.1,122.78,0.0,7274.0,0.0,13231.0,484.0,232.0,1024.0,0.0,88.0
42151,2023-10-23 07:00:00,2024-07-17 00:00:00,3.1,127.76,0.0,7434.0,0.0,11684.0,1296.0,400.0,1024.0,0.0,88.0
42152,2023-10-23 08:00:00,2024-07-17 00:00:00,3.1,129.08,0.0,7619.0,0.0,10789.0,2360.0,352.0,1024.0,0.0,88.0
42153,2023-10-23 09:00:00,2024-07-17 00:00:00,3.1,121.87,0.0,7154.0,0.0,10268.0,3304.0,296.0,1024.0,0.0,88.0
42154,2023-10-23 10:00:00,2024-07-17 00:00:00,3.1,105.33,0.0,6207.0,0.0,10605.0,3868.0,492.0,1024.0,0.0,88.0
42155,2023-10-23 11:00:00,2024-07-17 00:00:00,3.1,86.18,0.0,5074.0,0.0,11129.0,3988.0,1068.0,1024.0,0.0,88.0
42156,2023-10-23 12:00:00,2024-07-17 00:00:00,3.1,89.28,0.0,5143.0,0.0,10682.0,3492.0,1452.0,1024.0,0.0,88.0
42157,2023-10-23 13:00:00,2024-07-17 00:00:00,3.1,101.52,0.0,5748.0,0.0,10687.0,2532.0,1368.0,1024.0,0.0,88.0
42158,2023-10-23 14:00:00,2024-07-17 00:00:00,3.1,123.95,0.0,7035.0,0.0,10786.0,1360.0,1116.0,1024.0,0.0,88.0
42159,2023-10-23 15:00:00,2024-07-17 00:00:00,3.1,116.23,0.0,6845.0,0.0,12949.0,392.0,912.0,1040.0,0.0,88.0
42160,2023-10-23 16:00:00,2024-07-17 00:00:00,3.1,113.75,0.0,7019.0,0.0,14121.0,4.0,1020.0,1024.0,0.0,88.0
42161,2023-10-23 17:00:00,2024-07-17 00:00:00,3.1,117.9,0.0,6995.0,0.0,12626.0,0.0,1648.0,1024.0,0.0,88.0
42162,2023-10-23 18:00:00,2024-07-17 00:00:00,3.1,121.94,0.0,7019.0,0.0,11222.0,0.0,2360.0,1024.0,0.0,88.0
42163,2023-10-23 19:00:00,2024-07-17 00:00:00,3.1,121.92,0.0,6668.0,0.0,10043.0,0.0,2828.0,1024.0,0.0,88.0
42164,2023-10-23 20:00:00,2024-07-17 00:00:00,3.1,119.75,0.0,6399.0,0.0,10167.0,0.0,2516.0,1024.0,0.0,88.0
42165,2023-10-23 21:00:00,2024-07-17 00:00:00,3.1,96.13,0.0,4452.0,0.0,9338.0,0.0,2760.0,1024.0,0.0,88.0
42166,2023-10-23 22:00:00,2024-07-17 00:00:00,3.1,101.6,0.0,4568.0,0.0,8918.0,0.0,2520.0,1040.0,0.0,88.0
42167,2023-10-23 23:00:00,2024-07-17 00:00:00,3.1,109.53,0.0,4732.0,0.0,8619.0,0.0,1968.0,1040.0,0.0,88.0
