Unnamed: 0,creation_time (UTC),version,UTC time,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind,biomass,geothermal,unknown
37344,2024-07-17 00:00:00,3.1,2023-04-06 00:00:00,150.48,0.0,5097.0,0.0,12657.0,0.0,2016.0,1296.0,0.0,88.0
37345,2024-07-17 00:00:00,3.1,2023-04-06 01:00:00,152.78,0.0,5143.0,0.0,12553.0,0.0,1876.0,1296.0,0.0,88.0
37346,2024-07-17 00:00:00,3.1,2023-04-06 02:00:00,152.19,0.0,5236.0,0.0,12615.0,0.0,2136.0,1308.0,0.0,88.0
37347,2024-07-17 00:00:00,3.1,2023-04-06 03:00:00,146.32,0.0,5308.0,0.0,13428.0,0.0,2512.0,1308.0,0.0,88.0
37348,2024-07-17 00:00:00,3.1,2023-04-06 04:00:00,130.39,0.0,5408.0,0.0,16368.0,76.0,3156.0,1304.0,0.0,88.0
37349,2024-07-17 00:00:00,3.1,2023-04-06 05:00:00,125.69,0.0,5460.0,0.0,17129.0,356.0,3524.0,1296.0,0.0,88.0
37350,2024-07-17 00:00:00,3.1,2023-04-06 06:00:00,128.0,0.0,5548.0,0.0,17026.0,1104.0,2808.0,1296.0,0.0,88.0
37351,2024-07-17 00:00:00,3.1,2023-04-06 07:00:00,127.45,0.0,5688.0,0.0,16374.0,2332.0,3072.0,1280.0,0.0,88.0
37352,2024-07-17 00:00:00,3.1,2023-04-06 08:00:00,111.96,0.0,5083.0,0.0,14772.0,3472.0,5868.0,1280.0,0.0,88.0
37353,2024-07-17 00:00:00,3.1,2023-04-06 09:00:00,92.28,0.0,4223.0,0.0,14313.0,4160.0,9048.0,1280.0,0.0,88.0
37354,2024-07-17 00:00:00,3.1,2023-04-06 10:00:00,81.57,0.0,3565.0,0.0,14567.0,4596.0,9832.0,1280.0,0.0,88.0
37355,2024-07-17 00:00:00,3.1,2023-04-06 11:00:00,81.85,0.0,3625.0,0.0,14331.0,4736.0,10148.0,1272.0,0.0,88.0
37356,2024-07-17 00:00:00,3.1,2023-04-06 12:00:00,87.43,0.0,4004.0,0.0,13878.0,4532.0,10120.0,1264.0,0.0,88.0
37357,2024-07-17 00:00:00,3.1,2023-04-06 13:00:00,84.12,0.0,3890.0,0.0,13207.0,3960.0,11880.0,1264.0,0.0,88.0
37358,2024-07-17 00:00:00,3.1,2023-04-06 14:00:00,87.68,0.0,4097.0,0.0,13088.0,3044.0,12004.0,1276.0,0.0,88.0
37359,2024-07-17 00:00:00,3.1,2023-04-06 15:00:00,100.86,0.0,4924.0,0.0,13033.0,1860.0,11424.0,1264.0,0.0,88.0
37360,2024-07-17 00:00:00,3.1,2023-04-06 16:00:00,108.33,0.0,5263.0,0.0,14540.0,764.0,9672.0,1276.0,0.0,88.0
37361,2024-07-17 00:00:00,3.1,2023-04-06 17:00:00,117.34,0.0,5388.0,0.0,15487.0,144.0,7028.0,1280.0,0.0,88.0
37362,2024-07-17 00:00:00,3.1,2023-04-06 18:00:00,122.8,0.0,5382.0,0.0,15782.0,0.0,5412.0,1280.0,0.0,88.0
37363,2024-07-17 00:00:00,3.1,2023-04-06 19:00:00,130.94,0.0,5485.0,0.0,14507.0,0.0,4960.0,1280.0,0.0,88.0
37364,2024-07-17 00:00:00,3.1,2023-04-06 20:00:00,140.8,0.0,5481.0,0.0,13775.0,0.0,3608.0,1280.0,0.0,88.0
37365,2024-07-17 00:00:00,3.1,2023-04-06 21:00:00,133.4,0.0,4755.0,0.0,13914.0,0.0,2848.0,1296.0,0.0,88.0
37366,2024-07-17 00:00:00,3.1,2023-04-06 22:00:00,135.08,0.0,4565.0,0.0,12702.0,0.0,2972.0,1156.0,0.0,88.0
37367,2024-07-17 00:00:00,3.1,2023-04-06 23:00:00,127.08,0.0,4059.0,0.0,12168.0,0.0,3340.0,1152.0,0.0,88.0
