Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro,solar,wind
40680,2023-08-23 00:00:00,2024-07-17 00:00:00,3.1,232.35,741.0,264.0,166.0,9.0
40681,2023-08-23 01:00:00,2024-07-17 00:00:00,3.1,188.44,768.0,604.0,118.0,18.0
40682,2023-08-23 02:00:00,2024-07-17 00:00:00,3.1,173.45,811.0,804.0,101.0,14.0
40683,2023-08-23 03:00:00,2024-07-17 00:00:00,3.1,165.45,749.0,836.0,90.0,0.0
40684,2023-08-23 04:00:00,2024-07-17 00:00:00,3.1,172.22,721.0,739.0,89.0,0.0
40685,2023-08-23 05:00:00,2024-07-17 00:00:00,3.1,214.83,713.0,486.0,29.0,0.0
40686,2023-08-23 06:00:00,2024-07-17 00:00:00,3.1,228.19,737.0,458.0,0.0,0.0
40687,2023-08-23 07:00:00,2024-07-17 00:00:00,3.1,271.9,740.0,267.0,0.0,0.0
40688,2023-08-23 08:00:00,2024-07-17 00:00:00,3.1,298.91,698.0,166.0,0.0,0.0
40689,2023-08-23 09:00:00,2024-07-17 00:00:00,3.1,294.84,663.0,169.0,0.0,0.0
40690,2023-08-23 10:00:00,2024-07-17 00:00:00,3.1,319.52,671.0,106.0,0.0,0.0
40691,2023-08-23 11:00:00,2024-07-17 00:00:00,3.1,320.8,665.0,102.0,0.0,0.0
40692,2023-08-23 12:00:00,2024-07-17 00:00:00,3.1,325.99,674.0,90.0,0.0,1.0
40693,2023-08-23 13:00:00,2024-07-17 00:00:00,3.1,295.57,683.0,169.0,3.0,0.0
40694,2023-08-23 14:00:00,2024-07-17 00:00:00,3.1,226.92,720.0,426.0,21.0,7.0
40695,2023-08-23 15:00:00,2024-07-17 00:00:00,3.1,296.53,674.0,91.0,63.0,13.0
40696,2023-08-23 16:00:00,2024-07-17 00:00:00,3.1,262.46,615.0,89.0,145.0,18.0
40697,2023-08-23 17:00:00,2024-07-17 00:00:00,3.1,265.04,601.0,104.0,102.0,32.0
40698,2023-08-23 18:00:00,2024-07-17 00:00:00,3.1,255.45,640.0,144.0,103.0,40.0
40699,2023-08-23 19:00:00,2024-07-17 00:00:00,3.1,245.68,664.0,207.0,94.0,35.0
40700,2023-08-23 20:00:00,2024-07-17 00:00:00,3.1,231.93,729.0,207.0,207.0,20.0
40701,2023-08-23 21:00:00,2024-07-17 00:00:00,3.1,240.12,734.0,176.0,207.0,14.0
40702,2023-08-23 22:00:00,2024-07-17 00:00:00,3.1,221.18,755.0,299.0,205.0,4.0
40703,2023-08-23 23:00:00,2024-07-17 00:00:00,3.1,202.03,771.0,474.0,165.0,2.0
