Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro,solar,wind
40296,2023-08-07 00:00:00,2024-07-17 00:00:00,3.1,234.11,872.0,625.0,187.0,253.0
40297,2023-08-07 01:00:00,2024-07-17 00:00:00,3.1,209.84,869.0,853.0,151.0,302.0
40298,2023-08-07 02:00:00,2024-07-17 00:00:00,3.1,191.38,865.0,1077.0,140.0,319.0
40299,2023-08-07 03:00:00,2024-07-17 00:00:00,3.1,187.59,875.0,1234.0,92.0,281.0
40300,2023-08-07 04:00:00,2024-07-17 00:00:00,3.1,209.27,873.0,1067.0,87.0,167.0
40301,2023-08-07 05:00:00,2024-07-17 00:00:00,3.1,258.4,841.0,730.0,17.0,81.0
40302,2023-08-07 06:00:00,2024-07-17 00:00:00,3.1,263.67,832.0,695.0,0.0,86.0
40303,2023-08-07 07:00:00,2024-07-17 00:00:00,3.1,238.7,725.0,716.0,0.0,125.0
40304,2023-08-07 08:00:00,2024-07-17 00:00:00,3.1,237.72,553.0,430.0,0.0,210.0
40305,2023-08-07 09:00:00,2024-07-17 00:00:00,3.1,256.85,532.0,274.0,0.0,245.0
40306,2023-08-07 10:00:00,2024-07-17 00:00:00,3.1,273.4,545.0,204.0,0.0,256.0
40307,2023-08-07 11:00:00,2024-07-17 00:00:00,3.1,270.87,534.0,174.0,0.0,285.0
40308,2023-08-07 12:00:00,2024-07-17 00:00:00,3.1,270.72,563.0,173.0,0.0,311.0
40309,2023-08-07 13:00:00,2024-07-17 00:00:00,3.1,282.73,584.0,176.0,1.0,277.0
40310,2023-08-07 14:00:00,2024-07-17 00:00:00,3.1,237.3,583.0,366.0,53.0,261.0
40311,2023-08-07 15:00:00,2024-07-17 00:00:00,3.1,247.89,524.0,210.0,90.0,260.0
40312,2023-08-07 16:00:00,2024-07-17 00:00:00,3.1,240.75,541.0,239.0,105.0,272.0
40313,2023-08-07 17:00:00,2024-07-17 00:00:00,3.1,253.17,534.0,161.0,115.0,271.0
40314,2023-08-07 18:00:00,2024-07-17 00:00:00,3.1,231.62,493.0,224.0,113.0,271.0
40315,2023-08-07 19:00:00,2024-07-17 00:00:00,3.1,239.66,581.0,270.0,172.0,235.0
40316,2023-08-07 20:00:00,2024-07-17 00:00:00,3.1,265.04,714.0,223.0,204.0,244.0
40317,2023-08-07 21:00:00,2024-07-17 00:00:00,3.1,281.96,836.0,264.0,203.0,213.0
40318,2023-08-07 22:00:00,2024-07-17 00:00:00,3.1,242.84,850.0,508.0,200.0,256.0
40319,2023-08-07 23:00:00,2024-07-17 00:00:00,3.1,222.74,822.0,622.0,201.0,285.0
