Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro,solar,wind
36984,2023-03-22 00:00:00,2024-07-17 00:00:00,3.1,107.66,163.0,381.0,17.0,304.0
36985,2023-03-22 01:00:00,2024-07-17 00:00:00,3.1,111.64,202.0,512.0,16.0,303.0
36986,2023-03-22 02:00:00,2024-07-17 00:00:00,3.1,94.35,215.0,842.0,15.0,301.0
36987,2023-03-22 03:00:00,2024-07-17 00:00:00,3.1,95.81,215.0,817.0,26.0,292.0
36988,2023-03-22 04:00:00,2024-07-17 00:00:00,3.1,91.57,215.0,913.0,20.0,286.0
36989,2023-03-22 05:00:00,2024-07-17 00:00:00,3.1,93.21,205.0,808.0,19.0,298.0
36990,2023-03-22 06:00:00,2024-07-17 00:00:00,3.1,82.26,145.0,646.0,1.0,301.0
36991,2023-03-22 07:00:00,2024-07-17 00:00:00,3.1,100.85,144.0,373.0,1.0,304.0
36992,2023-03-22 08:00:00,2024-07-17 00:00:00,3.1,123.45,177.0,309.0,1.0,303.0
36993,2023-03-22 09:00:00,2024-07-17 00:00:00,3.1,124.57,179.0,315.0,0.0,297.0
36994,2023-03-22 10:00:00,2024-07-17 00:00:00,3.1,126.78,179.0,295.0,1.0,299.0
36995,2023-03-22 11:00:00,2024-07-17 00:00:00,3.1,121.67,177.0,340.0,0.0,289.0
36996,2023-03-22 12:00:00,2024-07-17 00:00:00,3.1,113.93,173.0,419.0,0.0,266.0
36997,2023-03-22 13:00:00,2024-07-17 00:00:00,3.1,106.01,169.0,494.0,1.0,256.0
36998,2023-03-22 14:00:00,2024-07-17 00:00:00,3.1,85.51,180.0,834.0,3.0,287.0
36999,2023-03-22 15:00:00,2024-07-17 00:00:00,3.1,84.18,178.0,819.0,72.0,275.0
37000,2023-03-22 16:00:00,2024-07-17 00:00:00,3.1,93.63,137.0,390.0,91.0,275.0
37001,2023-03-22 17:00:00,2024-07-17 00:00:00,3.1,76.78,100.0,305.0,210.0,282.0
37002,2023-03-22 18:00:00,2024-07-17 00:00:00,3.1,86.7,107.0,205.0,211.0,284.0
37003,2023-03-22 19:00:00,2024-07-17 00:00:00,3.1,84.55,97.0,176.0,208.0,278.0
37004,2023-03-22 20:00:00,2024-07-17 00:00:00,3.1,95.13,111.0,155.0,208.0,266.0
37005,2023-03-22 21:00:00,2024-07-17 00:00:00,3.1,112.73,123.0,165.0,122.0,231.0
37006,2023-03-22 22:00:00,2024-07-17 00:00:00,3.1,120.58,120.0,132.0,125.0,202.0
37007,2023-03-22 23:00:00,2024-07-17 00:00:00,3.1,113.1,110.0,178.0,109.0,178.0
