Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro,solar,wind
39840,2023-07-19 00:00:00,2024-07-17 00:00:00,3.1,239.76,884.0,657.0,166.0,206.0
39841,2023-07-19 01:00:00,2024-07-17 00:00:00,3.1,232.89,880.0,732.0,114.0,234.0
39842,2023-07-19 02:00:00,2024-07-17 00:00:00,3.1,189.35,861.0,1209.0,102.0,248.0
39843,2023-07-19 03:00:00,2024-07-17 00:00:00,3.1,187.38,883.0,1308.0,91.0,230.0
39844,2023-07-19 04:00:00,2024-07-17 00:00:00,3.1,199.14,883.0,1229.0,72.0,162.0
39845,2023-07-19 05:00:00,2024-07-17 00:00:00,3.1,241.57,880.0,901.0,0.0,98.0
39846,2023-07-19 06:00:00,2024-07-17 00:00:00,3.1,234.3,874.0,948.0,0.0,108.0
39847,2023-07-19 07:00:00,2024-07-17 00:00:00,3.1,232.06,855.0,857.0,0.0,191.0
39848,2023-07-19 08:00:00,2024-07-17 00:00:00,3.1,271.01,777.0,572.0,0.0,111.0
39849,2023-07-19 09:00:00,2024-07-17 00:00:00,3.1,331.82,628.0,256.0,0.0,64.0
39850,2023-07-19 10:00:00,2024-07-17 00:00:00,3.1,359.81,628.0,177.0,0.0,64.0
39851,2023-07-19 11:00:00,2024-07-17 00:00:00,3.1,370.35,585.0,144.0,0.0,56.0
39852,2023-07-19 12:00:00,2024-07-17 00:00:00,3.1,391.97,614.0,147.0,0.0,16.0
39853,2023-07-19 13:00:00,2024-07-17 00:00:00,3.1,318.53,638.0,361.0,0.0,10.0
39854,2023-07-19 14:00:00,2024-07-17 00:00:00,3.1,300.55,644.0,414.0,9.0,18.0
39855,2023-07-19 15:00:00,2024-07-17 00:00:00,3.1,364.02,640.0,153.0,62.0,25.0
39856,2023-07-19 16:00:00,2024-07-17 00:00:00,3.1,361.67,619.0,156.0,69.0,14.0
39857,2023-07-19 17:00:00,2024-07-17 00:00:00,3.1,340.91,623.0,209.0,70.0,18.0
39858,2023-07-19 18:00:00,2024-07-17 00:00:00,3.1,294.68,592.0,322.0,72.0,37.0
39859,2023-07-19 19:00:00,2024-07-17 00:00:00,3.1,300.95,692.0,328.0,69.0,77.0
39860,2023-07-19 20:00:00,2024-07-17 00:00:00,3.1,299.35,835.0,345.0,122.0,115.0
39861,2023-07-19 21:00:00,2024-07-17 00:00:00,3.1,288.77,865.0,408.0,133.0,121.0
39862,2023-07-19 22:00:00,2024-07-17 00:00:00,3.1,247.58,865.0,736.0,92.0,112.0
39863,2023-07-19 23:00:00,2024-07-17 00:00:00,3.1,222.64,864.0,923.0,86.0,153.0
