Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro,solar,wind
38904,2023-06-10 00:00:00,2024-07-17 00:00:00,3.1,152.11,615.0,749.0,65.0,67.0
38905,2023-06-10 01:00:00,2024-07-17 00:00:00,3.1,154.97,689.0,775.0,112.0,69.0
38906,2023-06-10 02:00:00,2024-07-17 00:00:00,3.1,128.63,753.0,1224.0,61.0,128.0
38907,2023-06-10 03:00:00,2024-07-17 00:00:00,3.1,119.19,739.0,1315.0,69.0,171.0
38908,2023-06-10 04:00:00,2024-07-17 00:00:00,3.1,99.14,567.0,1316.0,89.0,144.0
38909,2023-06-10 05:00:00,2024-07-17 00:00:00,3.1,69.91,345.0,1271.0,79.0,131.0
38910,2023-06-10 06:00:00,2024-07-17 00:00:00,3.1,67.46,291.0,1157.0,8.0,140.0
38911,2023-06-10 07:00:00,2024-07-17 00:00:00,3.1,66.56,272.0,1094.0,0.0,146.0
38912,2023-06-10 08:00:00,2024-07-17 00:00:00,3.1,115.73,360.0,661.0,5.0,125.0
38913,2023-06-10 09:00:00,2024-07-17 00:00:00,3.1,143.08,425.0,542.0,4.0,128.0
38914,2023-06-10 10:00:00,2024-07-17 00:00:00,3.1,171.9,492.0,411.0,1.0,155.0
38915,2023-06-10 11:00:00,2024-07-17 00:00:00,3.1,210.05,629.0,350.0,0.0,129.0
38916,2023-06-10 12:00:00,2024-07-17 00:00:00,3.1,216.27,657.0,360.0,0.0,107.0
38917,2023-06-10 13:00:00,2024-07-17 00:00:00,3.1,217.8,654.0,360.0,0.0,97.0
38918,2023-06-10 14:00:00,2024-07-17 00:00:00,3.1,202.11,620.0,411.0,34.0,70.0
38919,2023-06-10 15:00:00,2024-07-17 00:00:00,3.1,219.31,652.0,388.0,35.0,25.0
38920,2023-06-10 16:00:00,2024-07-17 00:00:00,3.1,217.89,679.0,369.0,91.0,14.0
38921,2023-06-10 17:00:00,2024-07-17 00:00:00,3.1,191.54,630.0,407.0,168.0,12.0
38922,2023-06-10 18:00:00,2024-07-17 00:00:00,3.1,189.82,610.0,381.0,168.0,30.0
38923,2023-06-10 19:00:00,2024-07-17 00:00:00,3.1,170.23,628.0,502.0,185.0,50.0
38924,2023-06-10 20:00:00,2024-07-17 00:00:00,3.1,185.4,699.0,516.0,123.0,57.0
38925,2023-06-10 21:00:00,2024-07-17 00:00:00,3.1,176.28,738.0,554.0,169.0,88.0
38926,2023-06-10 22:00:00,2024-07-17 00:00:00,3.1,162.92,712.0,657.0,117.0,131.0
38927,2023-06-10 23:00:00,2024-07-17 00:00:00,3.1,157.04,733.0,676.0,143.0,175.0
