Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro,solar,wind
35640,2023-01-25 00:00:00,2024-07-17 00:00:00,3.1,168.76,369.0,190.0,73.0,177.0
35641,2023-01-25 01:00:00,2024-07-17 00:00:00,3.1,199.23,518.0,258.0,71.0,115.0
35642,2023-01-25 02:00:00,2024-07-17 00:00:00,3.1,187.49,639.0,464.0,80.0,78.0
35643,2023-01-25 03:00:00,2024-07-17 00:00:00,3.1,209.41,652.0,422.0,40.0,38.0
35644,2023-01-25 04:00:00,2024-07-17 00:00:00,3.1,217.53,652.0,387.0,40.0,30.0
35645,2023-01-25 05:00:00,2024-07-17 00:00:00,3.1,208.33,643.0,431.0,41.0,27.0
35646,2023-01-25 06:00:00,2024-07-17 00:00:00,3.1,234.85,636.0,293.0,38.0,35.0
35647,2023-01-25 07:00:00,2024-07-17 00:00:00,3.1,248.12,627.0,268.0,2.0,38.0
35648,2023-01-25 08:00:00,2024-07-17 00:00:00,3.1,210.28,495.0,283.0,0.0,93.0
35649,2023-01-25 09:00:00,2024-07-17 00:00:00,3.1,230.11,380.0,196.0,0.0,35.0
35650,2023-01-25 10:00:00,2024-07-17 00:00:00,3.1,231.09,371.0,191.0,2.0,30.0
35651,2023-01-25 11:00:00,2024-07-17 00:00:00,3.1,255.73,367.0,140.0,1.0,23.0
35652,2023-01-25 12:00:00,2024-07-17 00:00:00,3.1,262.19,428.0,142.0,0.0,34.0
35653,2023-01-25 13:00:00,2024-07-17 00:00:00,3.1,246.13,457.0,181.0,5.0,44.0
35654,2023-01-25 14:00:00,2024-07-17 00:00:00,3.1,208.5,457.0,277.0,13.0,64.0
35655,2023-01-25 15:00:00,2024-07-17 00:00:00,3.1,177.49,461.0,448.0,2.0,50.0
35656,2023-01-25 16:00:00,2024-07-17 00:00:00,3.1,185.41,452.0,338.0,67.0,45.0
35657,2023-01-25 17:00:00,2024-07-17 00:00:00,3.1,215.74,393.0,82.0,129.0,70.0
35658,2023-01-25 18:00:00,2024-07-17 00:00:00,3.1,181.29,342.0,108.0,154.0,94.0
35659,2023-01-25 19:00:00,2024-07-17 00:00:00,3.1,173.09,298.0,102.0,169.0,68.0
35660,2023-01-25 20:00:00,2024-07-17 00:00:00,3.1,176.63,327.0,92.0,161.0,105.0
35661,2023-01-25 21:00:00,2024-07-17 00:00:00,3.1,143.69,287.0,82.0,138.0,232.0
35662,2023-01-25 22:00:00,2024-07-17 00:00:00,3.1,143.39,305.0,149.0,83.0,250.0
35663,2023-01-25 23:00:00,2024-07-17 00:00:00,3.1,144.65,337.0,142.0,98.0,285.0
